review,rating,date,userName
"PUBG knp pertama dowload bisa main tapi setelah keluar knp kok gk bisa masuk lagi, padahal permainan seru tapi kok skrg gk bisa kayak dulu.",1,2025-11-07 19:49:17,mikha dj
bagus banget,5,2025-11-07 19:48:19,Lalu heru Febriyan
"sangat sangat parah update kali ini,sangat banyak bug,sinyal dalam game sering tidak stabil,padahal jaringan hp atau pake wifi aman aman aja kalo main game lain,jadi kecewa sama update kali ini",1,2025-11-07 19:34:35,Jend Official
"setiap update ga mikir, event bikin males main PUBG, setiap season apa harus ada event,mending kecil ukurannya lahh ini maksa banget. kalau masih ada terus event di setiap season fixx uninstall PUBG.",1,2025-11-07 19:34:24,Herwansyah 1997
👍,4,2025-11-07 19:33:49,Danang Sugiarto
Pasang game pubg mobile dengan xapk. Versi terbaru yuk buka dan main pubg mobile. asyk,3,2025-11-07 19:32:36,Predi Dawarski
sangat seru,5,2025-11-07 19:30:05,Ihin Aja
game ini bagus sekali,5,2025-11-07 19:29:41,Filipe Soares
lama bangat masuk match habis itu tiba tiba disconnect padahal wifi nya bagus game jelek,1,2025-11-07 19:29:06,Azka
keren bisa main di HP kentang,5,2025-11-07 19:26:30,ardy boys
bugus banget grafik nya😊😊,5,2025-11-07 19:25:55,Khudori Kweden
aplikasi paling buruk di dunia,1,2025-11-07 19:25:30,ANAS SANDI F
GAME TERBAIKKK,5,2025-11-07 19:13:23,Aldo Putra
setelah update makin susah cari pertempuran masa hampir 6 menit kaga bisa2 kacau,1,2025-11-07 19:09:08,Faiz Ahmad
"ga kerasa udah 8 tahun aja main game ini, nostalgia paling dpt di tahun 2017-2018... skrg Vacum Mode On dulu, banyak yg vacum jd sepi, kalo main random kurang dapet serunya!",5,2025-11-07 19:03:42,Gilang Ramdhan Sanjaya
"Update baru berharap Xioami 14t dapet 120 fps kayak Poco x6 pro, ternyata enggak, padahal chipset nya sama",4,2025-11-07 19:01:05,Hasbi
"tolong diperbaiki lagi updatenya, musuh suka ngeblink, mobil ngak ada suaranya, senjata ngak ada suaranya di event",4,2025-11-07 19:00:56,Sudir Man
"(Update V4.1) Update dirangkum jadi satu 1 kali update, kenapa harus di pisah pisah, Update di playstore/app store, lalu update di dalam game, update sumber daya, update lagi sumber daya di dalam game, bahkan yang sudah di download sebelumnya, belum update ulang semua map, update senjata lab, update mobil , CAPEK DOWNLOADNYA Tolong kalau bisa 1 kali download",5,2025-11-07 18:57:26,Zay Mr
game nya bagus,5,2025-11-07 18:48:42,Ahmad Sarip
sebenarnya game ini bagus cuman kenapa kalau akun old gachanya jelek bet jir😂,5,2025-11-07 18:46:18,Nindy Andrean
bintang empat dulu soalnya aku baru pertama download dan ngak tau semua fungsi pengaturan nya,4,2025-11-07 18:38:40,Muhammad Barkah
"event sekarang berat dan pubg pun berat tolong lah Tencent perbaiki kami player yang hp kentang juga mau main pubg dan fps nya juga sering turun, terima kasih",1,2025-11-07 18:35:21,Putu Indra
"setiap kali update versi baru, pasti ngebug, ga ad suara lah, ngebling"" lah, tolong lah krafton, diperbaiki lgi game updatenya",5,2025-11-07 18:33:34,Alyung Wa
game yang asik,5,2025-11-07 18:28:10,Mahmud Hamdani
Permainan ini sangat jelek dan haram,1,2025-11-07 18:21:47,Ade Siti Hajar
"tolong bugnya di fix, game tiba"" keluar sendiri, dan jaringannya di fix",5,2025-11-07 18:17:53,Yoga Setyawan
agak membaik,5,2025-11-07 18:10:25,Wahyu Avril
"update sekarang banyak bug kadang suara teman nggak ada kadang kecil,suara tembakan pun sama",2,2025-11-07 18:07:03,Tio Hidayatulloh
Tolong buatkan pilihan untuk tidakk Update. Karena kami tidakk sukaaa main even,1,2025-11-07 18:02:53,Ammiigoo
setiap update/pembaruan skin yg sbelumnya hrus di download lagi kocakk!!! perbaiki sistem update,1,2025-11-07 17:43:21,andi saputra
"Perkara main melebihi 6 jam, langsung dikeluarkan dari game, dan tidak bisa login lagi. Payah sekali update kali ini, banyak bug pula. Hapus aja lah, buang buang duit aja, sia sia gacha habis banyak main ga bisa.",1,2025-11-07 17:31:44,Aan W.
👍👍,5,2025-11-07 17:26:58,Faisal Ical
"latest update the problem of dead opponent sound is very bad, expensive games look like free fire, it's gone, make it like before......",1,2025-11-07 17:08:30,Verry S
game bagus,5,2025-11-07 17:04:05,Orang
"tambahin grafik yang lebih smooth, semakin update semakin berat",5,2025-11-07 16:54:59,Gogon Bta
nice,5,2025-11-07 16:44:37,Siroj Giyas Syafiq
Nice game.. 🎮🎮🎮🎮,5,2025-11-07 16:43:00,Week Forefer
Game Ini terbaik,5,2025-11-07 16:22:56,Marfel Samfrus
min tolong urus juga dong pubg lite nya jangan di biarin mulu kasian sama yang hp nya ga kuat pubgm jangan cuman diem satu depeloper kok di biarin mending era tencent lagi dah di urus tuh game kaga kaya level infinity di biarin,5,2025-11-07 16:20:40,GAMERS CUPU
"bejir 1,2gb mana sanggup hp gua",1,2025-11-07 16:10:24,ERIS HAFIZ
mohon kurangi update nya ... sudah total gb sampai 26 gb,1,2025-11-07 16:08:21,Ahmad Rifai
mbb nya kurang banget,1,2025-11-07 16:07:14,Rizal Rizal
GEM SEPI ISINYA BOT SEMUA ga kaya dulu,1,2025-11-07 15:50:03,PACE KOBO
even pinguin nya kek ajng sumpah GK kayak even sebelum nya bagus yg sekarang banyak banget sih kurang nya,3,2025-11-07 15:49:10,Gusdeva Gusdeva
yah better lah,3,2025-11-07 15:45:10,M. A. Rijik Rijik
"keren, bisa grafik hdr di hp entry, frame juga bisa ultra, mantap",5,2025-11-07 15:22:38,Farhan Nurikhsan
Nice battle..,5,2025-11-07 15:17:24,Tengku Indra Utama (Indra)
oookk,3,2025-11-07 15:02:41,Andi Sanjay
game gilaa lama bangat gua main setiap update ada aja bug ny,1,2025-11-07 14:58:33,Mhmmaddsaufii
Bukannya lag nya ngilang malah bertambah emang ni game dah dilaporin lagnya dah parah tapi gak di tanggapin.aku nembak musuh duluan malahan musuhnya ngilang hal itu buat aku ketauan .tolonglah perbaiki lah lag yang parah kek gini.dah itu aja makasih edit makasih semua bugnya sekarang udah di tanganin kalo untuk sekarang masalahnya udh gk nemu lagi di gamenya makasih ya udah memperbaiki bugnya,5,2025-11-07 14:50:39,Xgard rawa
kembalikan pubg sepertii duluu kala lebihh seruu,3,2025-11-07 14:39:13,Ipek 23
Napa setelah di update keluar sendiri,3,2025-11-07 14:37:16,Vilkar
"Kecewa sama PUBG bnya cheat , Uda direport Masi ada cheat . . Buat sistem daftar akun login cukup dari satu . setelah kena banned ga bisa buat akun baru lagi",1,2025-11-07 14:35:03,derasonkekn
"Saya sudah sangat lama bermain di game ini, buat hiburan, ini satu satunya game yang ada di handphone saya 👍👍👍👍👍👍",5,2025-11-07 14:14:47,Ansori lebong
pubgi sya tidak bisa masuk gmna cra nya pdah sudh Abdid,1,2025-11-07 14:12:48,Ahmad Nasih
sudah puluhan tahun main PUBG mobile tapi gak pernah di kasi m4 glascher🥶,5,2025-11-07 14:04:59,imade permadi
malasss,1,2025-11-07 14:03:05,Muhamad Riki
saya dulu memang suka pubg sejak dari kecil pas 2016 saya main.tapi grafis nya bagus lo,5,2025-11-07 13:58:58,Reza Alhabib
update iven yang keren lg lah,5,2025-11-07 13:55:39,Baldus Fransiskus Ramandei
kok hp saya ngelock 60 FPS pos di on loka HDR kok turun ke 40 FPS tolong dong diperbaiki. untuk season depan 4.2,5,2025-11-07 13:55:10,Muhammad Rafii
PUBG jaya jaya 🗣️,5,2025-11-07 13:46:02,Mahardian Yustiawan
Miss u pubg 2019-2020🥺,5,2025-11-07 13:42:50,Ahmad Ambari
oke,5,2025-11-07 13:33:58,Muh Ilham
"kenapa semua paket outfit yg lama d download ulang setelah pergantian seosen atau tier,,,,kecewa sama pubg..semakin kesini semakin membuat hp jadi berat untuk main....kecewa sekali dengan pubg mobile.",1,2025-11-07 13:22:14,Arys AL uwaysh
bagus,5,2025-11-07 13:10:17,Hylda teriossa
begininya sekarang pubg orang afk gak kena sangsi giliran aku afk malah berkurang 5 kredit skor gak adil betul buat player biasa,1,2025-11-07 13:01:56,Yahyah Yahyah
"males update,lama trus ngabisin banyak paket, semakin lama semakin boros paket 😌",3,2025-11-07 13:01:06,Diana Sarip
Dari season 3 sampe sekarang 🥺dari hp kentang sampe jadi hp yang lebih baik masih tetep bermain,5,2025-11-07 12:57:02,Achmad Maulana Ariya Dhany
"bagus walau kadang agak ngelag ,terlalu berat setiap habis update,banyak keluhan dri para player tlong di respon donk bnyak macet macet nya",5,2025-11-07 12:38:16,Adi Sastra
Peta doang banyak masuk nya susah yg gampang peta erangel doang masa mau main di erangel terus tolong dong Untuk pemain solo biar gampang masuk petanya,5,2025-11-07 12:38:08,Fikri Ferdiansah
"okeh lah untuk update sekarang udah bisa meningkatkan frame rate dulu cuman sampe ultra sekarang udah kebuka ektrem, semoga kedepannya bisa kebuka frame rate 90 fps di chipset d6080",3,2025-11-07 12:26:22,BILLI ARDIYANSYAH
gamenya bagus . isinya juga bagus2 . sayang sekali banyak yang cheater,3,2025-11-07 12:21:46,Sarif Udin
The best game in the world 🌎,5,2025-11-07 12:09:16,Firens Fore
KEREN BANGET POKOKNYA 🤝,5,2025-11-07 12:07:06,Ngurah Narita
"kecewa gw pubg sekarang banyak tingkah,, gw cuma main pakai kiboyrd dan mose,, tapi di kenakan hukuman atau di band,,,, berhenti gw main,,,",1,2025-11-07 11:58:49,Tomiyoka Giu
update nya mulai ngk ngotak!!!! masa update event harus update semuanya mikir lah jangan sampai game ini sepi peminat,1,2025-11-07 11:51:37,Second Ayu
"login lewat facebook sekarang ga bisa dan selalu gagal, padahal saya sudah main dari 2018 tapi sekarang akun saya ga bisa dibuka payah banget, ga ada tanggung jawab sama sekali semenjak bukan tencent yg megang jadi rusak ini game cuihh. sory pubg gw pensi",1,2025-11-07 11:45:50,Aqshal M
mohon bagi developer.. kenapa setelah update..saya tidak bisa buka pubg nya.. saya sudah coba install ulang tapi msih tidak bisa.,3,2025-11-07 11:22:40,Pesilat TERATE
saya kasih bintang 5 karna saya sangat puas Dengan gemas ini,5,2025-11-07 11:09:41,Abud Anggara
"TOLONG LAH DEVELOPER PUBG MOBILE ITU DIPERBAIKIN UNTUK BOT NYA ITU SOALNYA KALO NEMBAK SAKITNYA MINTA AMPUN DEMAGE NYA SAKIT DARI PADA MUSUH BENERAN JADI TOLONG DEH YA BIAR GAME NYA GAK TERLALU BERAT,UDAH SAMA PLAYER NEMBAK SAKIT INI MALAH BOT NYA JUGA NEMBAK SAKIT JUGA",4,2025-11-07 10:54:43,Jayadi Prat
"game ini sekarang sangat berat akibat kebanyakan event, WOW, house dll ditambah animasi2 setiap event dan skin berikut effect2nya membuat game ini jadi tidak friendly lagi buat device mid-low. sayang padahal saya player sejak season 2",2,2025-11-07 10:52:44,eka permatasari
kerennnnnn give glacierrrr kraftonnn,5,2025-11-07 10:46:37,Abdul Rafi
bagusss kalau lagi gabunt,5,2025-11-07 10:36:02,Jacson Imanuel
oke mantap,5,2025-11-07 10:18:28,Mar Mar
bagus,5,2025-11-07 10:15:21,Romio Aries10
gamenya bagus skali tapi pas main kadang musuh tdk sesuai dengan rang kita tdak spadan,4,2025-11-07 10:12:20,Adam
"lol update 4,1",1,2025-11-07 10:11:34,Teuku Thariq
game favorit saya waktu kecil,5,2025-11-07 10:09:43,Ganz Bes
kembalikan PUBG seperti dlu pasti akan seru dan bnyak yg main,4,2025-11-07 10:03:19,Asifa Nur fadhilah
"dilarang main pake hp kentang ya adixs"" soalnya penyimpanan pubg dua kali lebih gede dari ml sama ff kalo mau grafik oky jan pake hp kentang soalnya kalo maen pake hp kentang grafiknya bakalan kek kartun"" di tv🗿",5,2025-11-07 09:53:05,Siska Wijaya
😍😍😍👌,5,2025-11-07 09:37:56,Matamatalangit Matalangit
game bagus,5,2025-11-07 09:37:30,Frits Mangi
kecewa sama pubg main dari season 5 udah topup sampe hbs 30jt lbh untuk gacha senjata udah pada max dan skin udah banyak bgt tilte udah Conqueror taunya begitu fakum 2 tahun karna punya anak dan fokus ngurus anak eeh kemarin login akun tidak ditemukan padahal aku gak d mainin 2 tahun bahkan hp yg khusus main pubg oun di matikan selama 2 tahun karna saya ada hp satu lagi. sudah saya cek pake aku teman 1 clan tau tau akun saya ganti naman dan bendera negaranya sudah ganti. tolong team tencent 🙏,1,2025-11-07 09:26:28,Aditya Pratama
"gak bisa login padahal kemare"" enak aja, dan sudah update sempat ku hapus dowload ulqng",1,2025-11-07 09:20:43,Muhammad Dafit (Mufit)
saya capek selalu download ulang or update game anda.. 27GB total sudah clear tetapi besoknya saya harus update kembali 23GB seperti mengulang update.. pantas sepi game anda tuan habis kuota and waktu saja. kalau mau bukti saya SS.. 4x saya update gilaaaaa gilaaa game apa ini,1,2025-11-07 09:10:19,Rizky Yanto
"kangen BTR rayzen,luxxy zuxxzi,mikroboy",5,2025-11-07 09:04:46,Player Pubgm
abis update GK bisa di buka Cok,1,2025-11-07 08:59:37,Muhammad Arif
Kasih 5 BINTANG,5,2025-11-07 08:52:10,Tomas
okkk,5,2025-11-07 08:46:46,Sanjaya Made
"rekomendasi untuk yang darah rendah, biar makin darah tinggi 😍",5,2025-11-07 08:30:01,Ridh Lynch
mantap,5,2025-11-07 08:16:09,Wan
gem ini sangat bagus dan juga yg paling peting ada pintu ya dan tidak merusak mata walaupun sudah main 3 hari 3 malam,5,2025-11-07 08:07:55,Elpin Pin
P mabar,5,2025-11-07 08:03:23,Anonymous
pubg ⭐⭐⭐,5,2025-11-07 07:56:26,Fian04
kurangi bot/komputer yang tidak signifikan di map klasik,5,2025-11-07 07:55:48,Putra Tangahu
"min tolong di perbaiki bangunan nya kalau baru terjun suka menghilang padahal hp ga jelek jelek amet min, jaringan pake wifi maupun data sama aja",4,2025-11-07 07:44:07,Adetia 11
bagus sekali,5,2025-11-07 07:41:22,yogi gi
"gua kangen main PUBG udah 4 tahun ngga main karna hp ku yang ngga mendukung,pas beli hp baru eh ngga bisa main di ram 3 please pikirin kita yang punya ram kentang",5,2025-11-07 07:31:41,Roan Shadow
"berikan skin gratis yang lumayan bagus untuk setiap update yang melebihi 300mb. karna lama dan menguras paket data. selain itu menurutku udah bagus . tp itulah beri skin gratis yang bagus dan sepaket baju helm senjata dan perlengkapan lengkapnya, efek2nya juga . terimakasih 😊",5,2025-11-07 07:10:00,Rahma Nf
gem ini sangat bagus saya main dari seson 5 sampai sekarang dan baik.baik aja ya walaupun sedikit ada baf yang tidak refonsif ya menurut saya biasa saja yang penting ngilangkan setres saya🙏🙏,5,2025-11-07 07:00:54,Made Witra
"Seandainya game ini bisa lancar di device kentang pakai chipset paling rendah""gw bakal top up terus 🧢😹👈",2,2025-11-07 07:00:10,Uzumaki Saskeh
"pubg skrng kyk t4ik,dikit² error,pdhl device mendukung,bukanya ngilangin stres lgi malah nambah stress",1,2025-11-07 06:55:58,Sandi Pasaribu
knpa ya pubg sekarang sepi pemain?????,2,2025-11-07 06:55:25,Tar Mizi
setelah di update kenapa lemot dan tidak bisa di open gamenya.malas banget weeh,5,2025-11-07 06:54:58,maria Reneldis
woy lah cik 7 taon maen pubg gak pernah dapet tuh M4 glacier sedangkan yang baru maen 5 bulan udah dapet emang kikir bjir ah.,5,2025-11-07 06:46:53,Tomori Nao
"game bagus, grafik bagus cocok untuk melatih skills seperti reflek dan kecepatan",5,2025-11-07 06:41:45,Moh. Wahyudi
akun gua ilang udah conque hmms,5,2025-11-07 06:39:22,Ikhbal Maulana
game terbaik abad ini,5,2025-11-07 06:38:00,16_ Ida bagus putu agastya
terima kasih Dev telah membuka 120 fps di Poco x6 pro,5,2025-11-07 06:01:45,bandung jakarta
dilobby lancar pas ingame lag parah sampe ga gerak ini berat apa gimana?,1,2025-11-07 05:52:13,Bimaarya Mukti
"semenjak update 4.1, terus ada Dolby Atmos malah gabisa om mic",2,2025-11-07 05:51:35,Ibrahim Ramadhani
padahal aku Uda download tapi di hapus ibu ku dan ku download lagi tapi kok grafik nya keren ya sama bisa buka pintu ada asap nya segitu aja 😍 bay bay,4,2025-11-07 05:11:43,Yahyo Ontong
"udah gak serame dulu. padahal lebih seru gaya old school tanpa campuran apapun, kek mendingan si yang mode aneh aneh itu di bedain ada gitu mode rank yak maen mode biasa. mode event itu isinya yang kontennya aneh aneh sesuai eventnya",1,2025-11-07 04:25:38,Gin Gin Ginaldi
game taik event gajelas,1,2025-11-07 04:24:33,Ardifa Putra prasetya
👍,5,2025-11-07 03:17:34,Saut Simarmata
lumayan,4,2025-11-07 01:52:10,Agustian Hakim
file yg terlalu besar ketika update,5,2025-11-07 01:32:25,Firman Syah
tolong ringankan lagi buatow device minimal ada seting grafik low dan super low buat yang low device,4,2025-11-07 01:26:37,Dana Alfiansyah
"please lah Tencent kalo ada update baru itu jangan download data dari awal lagi, kalo update update aja gausah nyuruh download data dari awal lagi lama asuu downloadnya banyak lagi",3,2025-11-07 01:25:52,Mara Iksan Salvatrucha
"sehabis update malah banyak bug, bug suara lah, ping yang mendadak tinggi lagi, asik maen malah hilang semua suara, harus restart game baru ada lagi. Restart kedua kali, malah muncul update lagi, seharusnya dibuat 1 (satu) paket untuk updatenya jadi pas maen udah siap semuanya, jangan malah ngeganggu pas maen",2,2025-11-07 01:07:19,Andrios Patra Nando
"sebelumnya terima kasih buat pubg mobile,udh hadir buat nemeninin di waktu luang🙏🙏 tp jujur aja akhir² ini,beberapa tahun blakangan menurut saya PUBGM sangat mengecewakan.akun yg waras bs kena BAN,padahal ga cuarang. harapannya,balikin lg dong PUBGM yg dulu.mslh penjualan skin okelah gpp, klo bisa HAPUS aja tuh map² yg baru,kayak WOW,ULTIMATE ROYAL,dan METRO ROYAL. dgn begitu saya yakin PUBGM bakalan seru lg kayak dulu.krn semua player bakan balikk ke CLASSIC lagi. Terima kasih🙏🙏🙏",2,2025-11-07 00:47:49,KING KING
mulai buruk banyak yg ngebak suara step..,1,2025-11-07 00:45:56,Along matili
game terbaik di dunia,5,2025-11-07 00:35:43,Francisco A.Martins
game cacat update besar besaran mulu suaranya hilang2an truss,1,2025-11-07 00:34:12,Cakne As
makin kesini tema nya makin anehhhhh.. BALIKIN LAGI KE ZAMAN DULU (OLD),1,2025-11-07 00:22:06,Nurdin Kamaludin
update game = update bug. game rusak. dagang skin doang no.1,1,2025-11-07 00:11:32,Gavid Bakti Wijaya
mau masuk untuk id baru gak bisa,1,2025-11-07 00:11:16,Saini Sani
update event ini sering ada bug suara step,1,2025-11-07 00:02:19,Devaldo Mahendra
semoga gamenya panjang umur 👶,5,2025-11-07 00:01:34,Valent Febrian
game tidak profesional untuk top up terlalu mahal,2,2025-11-06 23:47:19,Riski Sahreza
mantepp,5,2025-11-06 23:47:17,Umar Saidi
abis update suaranya ada delay min,5,2025-11-06 23:41:27,Rizky Krn
BUG SUARA STEP SAMA TEMBAKAN iLANG DI EVENT SMALL,1,2025-11-06 23:39:01,SHiN
"buruk parah evennya udah ga asik banget.... banyak player ngendok.... jelek parahh sihhhh ngefrem parah, baru main 1 kali panas langsung hpku, lama lama udah kayA game sebelah..",1,2025-11-06 23:35:20,Nyimas
apa nih setelah update 4.1 kebanyakan ngebuq,5,2025-11-06 23:31:39,Wafi Qasthari
enak main ya seru bayak kawan kawan main mari kita bersama sama main pubg ini,5,2025-11-06 23:30:43,Nudial Khaira
banyak bug anjir suara nembak hilang suara stek hilang suara mark hilang,2,2025-11-06 23:24:30,R&A Gaming
tidak bisa login gagal mulu pas download data nya tolong perbaiki jangan rugiin orang banyak1,1,2025-11-06 23:21:29,MH saeful Anwar
"To Kraftoon please next season ada siang dan malamnya biar kami player lama bisa bermain kembali,dan jadikan siang malam permanen,pasti lebih seru dan lebih epic pertempuranya terima kasih",5,2025-11-06 23:19:40,Samber Nyowo
match lama. penggunanya sudah banyak yang uninstal,2,2025-11-06 23:18:45,Wiwihayanti JA2
saya stuck di loading,2,2025-11-06 23:16:34,alfajri rama
"untuk hp iqoo z10 ram 12 internal 512,, cuma bisa smoot extrem belum bisa 90 fps :( dan masih ngeframe, padahal saya harap bisa main tanpa ngeframe, tolong Tencent solusi agar game nya jadi enteng dan tidak ngeframe, padahal main mobile legend yang datanya 10 gb lebih main tidak ngeframe,tapi ini pubg datanya lebih kecil tapi masih ngeframe, saya harap ada perkembangan lagi agar game jadi enteng , dan tidak ngeframe di banyak device, saya suka main pubg tapi satu kurang nya nge frame,",2,2025-11-06 23:10:30,Johan Dedy
"ji papjii, tolong lah ya dibenerin lagi . masa orang perang suara nya ilang. ga bisa denger step orang/tembakan, yg bener aja lah. makin kesini makin gajelas . donlot papji krna katanya game seru tp lama2 ngeselin. tolong ni ya di denger dan perbaiki. #salamdaribotpubg",1,2025-11-06 23:10:27,Rifky Hestarini
gemnya seenak kali ten yang ramah dan Sultan skin yang kluar juga baguss baguss buruan donlot,5,2025-11-06 23:04:44,M Fadlan
LOW DEVICE GRAFIS SMOOTH ULTRA 30 FPS TETAP SEMANGAT GAK MAU NGELUH HAVE FUN AJAH SIH NGISI WAKTU LOWONG KALAU UDAH BOSEN TIGGAL UNINSTAL RIBET AMAT ADA YANG MAIN GAME DOANG BANYAK NGELUH SOK SOK NGATUR BANYAK MAUNYA ANEH HAHAHA,5,2025-11-06 23:04:16,IMANUEL
"ko PUBG saya harus download. ulang terus kenapa bisa gitu,tiap mo main download ulang trus,coba cek kan pakai akun/email",1,2025-11-06 22:58:38,Belgi Duinkerken
bagus,5,2025-11-06 22:49:04,Sarihot Barasa
sangat menyenangkan,5,2025-11-06 22:39:19,Ferry Liu
seru,5,2025-11-06 22:31:52,Suhada
"Hentikan EVENT² ngga jelas,coba lebih focus ke penyesuaian ukuran supaya makin hari ngga makin berat,ukuran makin GEDE dan ngga memdukung semua DEVICE,cobalah belajar dari MLBB dalam mengembangkan game,agar bisa dimainkan semua device",1,2025-11-06 22:25:43,Jozz Ouzy
jujur saya ingin main di map vikendi tapi matching lama bngt,3,2025-11-06 22:24:53,Nur Aini
buat donk view di hp sm sperti di ipad..,5,2025-11-06 22:13:19,Kurt Ajjah
main pubg dari season pertama sampai sekarang.. walupun sekarang kalo main pubg kadang frem tapi pubg is the best 👌👌👍,5,2025-11-06 22:12:35,Diyah Ayu Lestari
"ok klo bisa buat skin loreng militer daerah tropis,gurun,es yg terbaru",5,2025-11-06 22:11:53,Local Boy
Gamenya bagus seper seru bisa berteman dengan orang luar negeri,5,2025-11-06 22:10:01,Deni Mardin
"update sekarang banyak bug nya, tiba tiba suara step,suara ambil item, suara tembakan musuh menghilang tiba tiba ini gak cuma di alami saya di alami temen saya juga, semoga di percepat fix bug nya yaaaa",3,2025-11-06 22:04:10,Rebahan Yt
nekat main walaupun 30 fps di era Abang abangan 120 fps🗿🗿,4,2025-11-06 22:03:00,PECE Gaming
tolong Lang nya di perbaiki lagi,5,2025-11-06 21:58:00,Arfin parnady Arfin parnady
gelokkkk,5,2025-11-06 21:54:38,Wahyu Adipratama
suaranya hilang.,5,2025-11-06 21:50:37,Akhenamand Noesmesse
malah parah ini saetingan tombol sprint cepatmalah ngga bisa di atur ke kunci jadi ngga enak movmentnya jadi kacau,3,2025-11-06 21:48:50,DadyAlfariz13
pemain lain naik fpsnya sedang saya ga naik naik game apaan dah ni curang bener,3,2025-11-06 21:46:21,Riii Putra
game sepi hama banyak bug,1,2025-11-06 21:45:45,Salfa Rizi
mantap game nya,5,2025-11-06 21:44:04,Wawan Setiawan
"saat saya mau login akun facebook, saya selau tidak mendapatkan menu akun pubg facebook saya,malah hanya halaman putih saja,tolong di proses.",2,2025-11-06 21:41:53,Firdaus Saleh
pubg tanpa event = hama,3,2025-11-06 21:38:18,Adit
"sudah download di play store buka dowload lagi apa bedanya, game nda jelas",1,2025-11-06 21:38:15,junaidi
"halo pubg ini pesan dari saya tolong game nya di perkecil lagi untuk HP 4ram biar gak patah"" saya memang bukan player old tapi saya pernah main dulu di HP abg saya HP nya 4ram masih enak mainnya kok sekarang HP 4 ram udah gak bisa main patah"" kali tolong lah pubg ini pesan saya, pasti masih banyak orang di luar sana yang mau main tapi HP nya gak mendukung, gak kan lah kami sebagai HP 4ram nunggu sampai berjenggot beli HP baru, ya jadi itu saja pesan dari saya wassalam.",4,2025-11-06 21:34:09,Mas Yudi
pubg sekarang tidak sebagus masa Tencent dulu,3,2025-11-06 21:32:08,Beno Aprio
tolong dong size-nya di perkecil saya ingin mendapatkan pengalaman bermain yang seru,5,2025-11-06 21:31:11,Rustanto Tanto
banyak bug,1,2025-11-06 21:28:30,Lalu Wahyu Ramdani
sangat baik game nya,5,2025-11-06 21:28:18,ZULFIKRI Fikri
Updatenya jgn terlalu besar ukurannya,3,2025-11-06 21:28:13,muhamad tahir
game yg udah dari lama gua mainin,5,2025-11-06 21:25:19,Denny Ramadhan
bukan sembarangan geme,5,2025-11-06 21:18:36,Atomic Atomic
oke bagus,5,2025-11-06 21:18:26,Rian Panggih
kasi hoki dong min,5,2025-11-06 21:18:05,Amos Wau
sangat bagus,5,2025-11-06 21:17:56,bintang Tang
gem nya terlalu burik,1,2025-11-06 21:13:42,Azwir Cell
game terserrruuuu,5,2025-11-06 21:13:29,azkiya lestari
"tidak jelas akun saya tidak bisa login setelah update,, merugikan saya akan pensiun",1,2025-11-06 21:12:10,Nazirul Aldy pandika
"5 thn lebih main pubg dulu banyak temen sekarsng cuman saya sendiri, bukan karna game nya tpi karna kenangannya",5,2025-11-06 21:10:32,rizky ramadhan
walaupun hp kentang tk jadi halangan🥵,5,2025-11-06 21:09:59,Saharudin (Ang)
"dulu era 2019 era saya main pubg main dari seson 2 saya sampe skarang, ganti akun di m 2 sampe skarang 2 akun ga ada 1 pun yang dapet glacier, saya player gratisan cman skin modal royal pas, tolong lah biar lebih semangat lagi main nya, trus minta tolong untuk mode rank nya jangan di tambahain sama mode mode yang lain hapusin aja, kaya metro royal paylod, pemain pubg tinggal sedikit di bagi bagi main sana sini, myari mech nya jadi lama, jangan di tambahin lagi ada m",5,2025-11-06 21:09:17,Zailz zhack
geme ini bikin happy,5,2025-11-06 21:08:49,Tommy As
"makin keren sih eventnya, tp era timnya udh pada habis 🥺 masih seru di tahun2 2018-2019",5,2025-11-06 21:06:55,Anjas Pratama
mantap,5,2025-11-06 21:00:00,ikhsan sarfan
updet nya jangan banyak fitur dong makan ruang bangt untuk pengguna HP kaya updet 4.0 kemarin makan ruang fitur nya bikin nggk maksimal mainya kadang salah pncet,4,2025-11-06 20:57:54,Afriansah Usman
🤗,5,2025-11-06 20:55:05,Irvan Rahman
not hoki not good,5,2025-11-06 20:54:04,Lucky Alamsyah Putra
"Game ini sangat menyeronokkan,makin sengit medan tempurnya,makin ku suka",5,2025-11-06 20:53:02,Abner Aquaila
bagus,5,2025-11-06 20:51:35,All Fri
❤️❤️❤️,5,2025-11-06 20:50:45,Maron Baraccuda
mantapp sekarang udah stabil,5,2025-11-06 20:50:24,Pengguna Google
game apa ini mau update aja susah betul bagus di hilangkan aja kek apa aja,1,2025-11-06 20:48:20,Ivan angelo
semenjak ada grafik super smoth lumayan GK lag,5,2025-11-06 20:42:26,Ari Boton
masih enak yang dulu lagunya,5,2025-11-06 20:30:03,Muhammad Zaini
tumben updet 4.1 sekarang jalur facebook susah benar masuk....apa kah ada bab ....,1,2025-11-06 20:29:49,tia oktaviani
parahh banget downlot nya aja oke gak terlalu lama.pi mau masuk ke akun sinyal.nya ngilang2 tau2,1,2025-11-06 20:28:40,Opooneo Poll
main map lain kaya miramar sanhok vikendi matchmaking nya lamaaa sampe 10 menitan lebihh,2,2025-11-06 20:22:19,Afik tongkang Yt
🥰🥰 sampai kapan pun PUBG selalu di hati,5,2025-11-06 20:20:14,Yudi
GK bisa login ya,1,2025-11-06 20:15:07,Jenal Abidin Saputra
