review,review_clean,review_processed,rating,sentiment,date,userName
"event kali ini menurut saya & temen-temen lain gak kontras dengan game battlegrounds, balap ya versi balap, battle ya versi battle. udah bagus sebenarnya karna ada senjata ww1 (M1Garand) cuma masalahnya di bagian event nya yang gak masuk dalam konsep game peperangan, dan intinya masalah event yang gak masuk dalam game, saya dan 8 temen team saya memutuskan pensi untuk kedepannya hingga event terbaru dengan konsep yang nyambung. sekian terimakasih dan kekecewaan kami terhadap event nya.",event kali ini menurut saya tementemen lain gak kontras dengan game battlegrounds balap ya versi balap battle ya versi battle udah bagus sebenarnya karna ada senjata ww mgarand cuma masalahnya di bagian event nya yang gak masuk dalam konsep game peperangan dan intinya masalah event yang gak masuk dalam game saya dan temen team saya memutuskan pensi untuk kedepannya hingga event terbaru dengan konsep yang nyambung sekian terimakasih dan kekecewaan kami terhadap event nya,event kali tementemen kontras game battlegrounds balap versi balap battle versi battle bagus senjata ww mgarand event masuk konsep game peperangan intinya event masuk game temen team memutuskan pensi kedepannya event terbaru konsep nyambung sekian terimakasih kekecewaan event,1,negatif,2026-03-13 10:54:40,By. Herry
kren,kren,kren,5,positif,2026-03-13 10:52:14,Konstan Peny
new update its bad bro !,new update its bad bro,new update its bad bro,1,negatif,2026-03-13 10:50:28,Hoam
Game nya sangat bagus tapi yang di masalah kan fps yang tidak sesuai padahal hp Uda mendukung ke ram 6 tapi Masi gefram,game nya sangat bagus tapi yang di masalah kan fps yang tidak sesuai padahal hp uda mendukung ke ram tapi masi gefram,game bagus fps sesuai hp uda mendukung ram masi gefram,5,positif,2026-03-13 10:41:13,Ibnu Dermawan
tidak ada semuanya lengkap,tidak ada semuanya lengkap,lengkap,5,positif,2026-03-13 10:37:24,Azzam Akram
"untuk ui terbarunya warnanya kurang enak dilihat, saran buat mode darkmode supaya lebih nyaman di lihat",untuk ui terbarunya warnanya kurang enak dilihat saran buat mode darkmode supaya lebih nyaman di lihat,ui terbarunya warnanya enak saran mode darkmode nyaman lihat,1,negatif,2026-03-13 10:36:37,Ahnaf Altamis
ntap,ntap,ntap,5,positif,2026-03-13 10:34:01,Muhammad Suhel
"KECEWA BANGET ,NAMA CLAN D ILANGIN D LOBY",kecewa banget nama clan d ilangin d loby,kecewa nama clan ilangin loby,1,negatif,2026-03-13 10:29:32,Isra Jiee
karena ada orang ireng,karena ada orang ireng,orang ireng,5,positif,2026-03-13 10:25:58,Azhar salaam
Game ngebug,game ngebug,game ngebug,1,negatif,2026-03-13 10:25:29,Pocezt Alcantara
tolong hapus sistem greding.!!,tolong hapus sistem greding,tolong hapus sistem greding,5,positif,2026-03-13 10:19:38,Ali Ali
izin pensi min mau lanjut kuliah dulu,izin pensi min mau lanjut kuliah dulu,izin pensi min kuliah,5,positif,2026-03-13 10:15:13,Dirly ardiyan Zuliawan
"sistem grading agak ngeselin sih...tapi ini inovasi baru agar gameplay lebih seru dan menantang, jadi gak bosen mainnya, juga bisa improve skill.. terimakasih sukses terus PUBG MOBILE...Jan lupa banyak in bansosnya hehe😹🗿",sistem grading agak ngeselin sihtapi ini inovasi baru agar gameplay lebih seru dan menantang jadi gak bosen mainnya juga bisa improve skill terimakasih sukses terus pubg mobilejan lupa banyak in bansosnya hehe,sistem grading ngeselin sihtapi inovasi gameplay seru menantang bosen mainnya improve skill terimakasih sukses pubg mobilejan lupa in bansosnya hehe,5,positif,2026-03-13 10:13:35,buat akun
Kami tidak suka perubahan antarmuka. Tolong kembalikan versi lama. Banyak orang berhenti bermain game karena pembaruan baru,kami tidak suka perubahan antarmuka tolong kembalikan versi lama banyak orang berhenti bermain game karena pembaruan baru,suka perubahan antarmuka tolong kembalikan versi orang berhenti bermain game pembaruan,1,negatif,2026-03-13 10:07:04,Novi Paula Anggraeni
saya sangat suka adanya sistem grading sekarang lebih menantang,saya sangat suka adanya sistem grading sekarang lebih menantang,suka sistem grading menantang,5,positif,2026-03-13 10:04:17,secretmokoginta98 secretmokoginta98
kembalikan lobi lama kraftonnnnn,kembalikan lobi lama kraftonnnnn,kembalikan lobi kraftonnnnn,1,negatif,2026-03-13 10:04:03,Edi 123
update terbaru ada bug patah-patah,update terbaru ada bug patahpatah,update terbaru bug patahpatah,1,negatif,2026-03-13 09:50:33,ebzan laniengka
"banyak yang tidak suka tampilan baru, tolong ubah saja seperti yang lama",banyak yang tidak suka tampilan baru tolong ubah saja seperti yang lama,suka tampilan tolong ubah,1,negatif,2026-03-13 09:46:17,Fadli Hasan
new ui update 4.3 sangat sangat buruk dan tidak nyaman di mata,new ui update sangat sangat buruk dan tidak nyaman di mata,new ui update buruk nyaman mata,1,negatif,2026-03-13 09:40:54,Hanif Adi
"update skrg sampah maret 2026, tampilan UI nya bikin mata ga nyaman, mending pensi aja",update skrg sampah maret tampilan ui nya bikin mata ga nyaman mending pensi aja,update skrg sampah maret tampilan ui bikin mata nyaman mending pensi,1,negatif,2026-03-13 09:30:27,Muh Arif
"IIHHHH I DON'T LIKE THE NEWEST UPADTE VERSION, UGLY. I NEED YHE OLD ONE",iihhhh i dont like the newest upadte version ugly i need yhe old one,iihhhh dont like the newest upadte version ugly need yhe old one,5,positif,2026-03-13 09:29:33,Calista Rasyika s
Pembaruan 4.3 terburuk yang pernah ada dalam Sejarah,pembaruan terburuk yang pernah ada dalam sejarah,pembaruan terburuk sejarah,1,negatif,2026-03-13 09:28:36,Arief Fan
"Tampilan update terbaru jelek, membingungkan & kelihatan kekanak2an serta tombol kembali untuk keluar pun tidak bisa/tdk bereaksi terpaksa keluar pakai tombol ""home"".",tampilan update terbaru jelek membingungkan kelihatan kekanakan serta tombol kembali untuk keluar pun tidak bisatdk bereaksi terpaksa keluar pakai tombol home,tampilan update terbaru jelek membingungkan kekanakan tombol bisatdk bereaksi terpaksa pakai tombol home,1,negatif,2026-03-13 09:16:46,wahyu vale
"Game bagus dan terkeren sepanjang massa. cuma gamenya jangan terllu berat aja, itu sih yang harus dicarikan solusi kedepannya..",game bagus dan terkeren sepanjang massa cuma gamenya jangan terllu berat aja itu sih yang harus dicarikan solusi kedepannya,game bagus terkeren massa gamenya terllu berat dicarikan solusi kedepannya,5,positif,2026-03-13 09:16:10,Hery Bagong
perbaikan untuk mode pyload...lah,perbaikan untuk mode pyloadlah,perbaikan mode pyloadlah,5,positif,2026-03-13 09:05:42,Johanhariono Jojo
update sekarang banyak player yang kecewa seperti tampilan lobby terus tombol tombol nya di ubah semua kaya ga nyaman aja tolong di ubah lagi,update sekarang banyak player yang kecewa seperti tampilan lobby terus tombol tombol nya di ubah semua kaya ga nyaman aja tolong di ubah lagi,update player kecewa tampilan lobby tombol tombol ubah kaya nyaman tolong ubah,1,negatif,2026-03-13 09:04:09,salsa bilahh
Game ini bagus cuma minus di peluru shotgun aja kadang delay padahal jaringan normal 20ms biasa delay di s12k sama dbs.,game ini bagus cuma minus di peluru shotgun aja kadang delay padahal jaringan normal ms biasa delay di sk sama dbs,game bagus minus peluru shotgun kadang delay jaringan normal ms delay sk dbs,5,positif,2026-03-13 08:45:28,Anggun Ramanialatifa
selain sistem grading hapus juga aim asis biar makin seru,selain sistem grading hapus juga aim asis biar makin seru,sistem grading hapus aim asis biar seru,5,positif,2026-03-13 08:40:11,Wahyu Ramadani
"1.untuk update sekarang emg beneran update terjelek, terutama buat para spender yg rela ngabisin banyak duit, background senjata jdi polos, pintu sport car kaga kebuka Lebih lagi ui nya sekarang bikin sakit mata2.Jujur ini update pubg ter L Ui gamenya ancur banget kebelet futuristik, padahal pubg terkenal dengan realistisnya,3.untuk grading di hapus saja",untuk update sekarang emg beneran update terjelek terutama buat para spender yg rela ngabisin banyak duit background senjata jdi polos pintu sport car kaga kebuka lebih lagi ui nya sekarang bikin sakit matajujur ini update pubg ter l ui gamenya ancur banget kebelet futuristik padahal pubg terkenal dengan realistisnyauntuk grading di hapus saja,update beneran update terjelek spender rela ngabisin duit background senjata jdi polos pintu sport car kaga kebuka ui bikin sakit matajujur update pubg ter ui gamenya ancur kebelet futuristik pubg terkenal realistisnyauntuk grading hapus,1,negatif,2026-03-13 08:26:28,Dika Aw
"sekedar saran saja,.. tolong buat real game kyak dulu, ada hujan petir, kabut. sekarang terlalu ribet. salam player dari season 4 😘😘",sekedar saran saja tolong buat real game kyak dulu ada hujan petir kabut sekarang terlalu ribet salam player dari season,sekedar saran tolong real game kyak hujan petir kabut ribet salam player season,4,positif,2026-03-13 08:20:56,Robby Bang
"sangat kecewa si update kali ini banyak yg d ubah, udah kaya ff max anying lah pubg mobile rusak",sangat kecewa si update kali ini banyak yg d ubah udah kaya ff max anying lah pubg mobile rusak,kecewa update kali ubah kaya ff max anying pubg mobile rusak,1,negatif,2026-03-13 08:18:33,Ekha Ekha
No coment emang se asik itu kita disini..,no coment emang se asik itu kita disini,no coment asik,5,positif,2026-03-13 08:16:15,Angga Nih
"Event Terlalu Rumit, Perubahan Sekala Besar Membuat orang bingung tolong Hapus dan ganti event",event terlalu rumit perubahan sekala besar membuat orang bingung tolong hapus dan ganti event,event rumit perubahan sekala orang bingung tolong hapus ganti event,2,negatif,2026-03-13 08:06:44,Rafa Fa
ajg update malah makin jelek.,ajg update malah makin jelek,ajg update jelek,1,negatif,2026-03-13 08:06:31,Alifiya aliyanisa
"sebenarnya gamenya seru, sistem gradingnya cukup menantang. tapi yaa untuk beberapa device mungkin kesulitan untuk bermain game ini karna efek dan datanya yang besar.",sebenarnya gamenya seru sistem gradingnya cukup menantang tapi yaa untuk beberapa device mungkin kesulitan untuk bermain game ini karna efek dan datanya yang besar,gamenya seru sistem gradingnya menantang yaa device kesulitan bermain game efek datanya,5,positif,2026-03-13 08:03:18,rafael alano
"update nya jelek banget jadi burik,kayak main versi lite,kami kecewa 😞",update nya jelek banget jadi burikkayak main versi litekami kecewa,update jelek burikkayak main versi litekami kecewa,1,negatif,2026-03-13 08:01:56,yan to
"lama nyari matchnya ,antara emang sepi pemain atau emang sistemnya ga bener ,jadi males main kalau begini",lama nyari matchnya antara emang sepi pemain atau emang sistemnya ga bener jadi males main kalau begini,nyari matchnya sepi pemain sistemnya bener males main,1,negatif,2026-03-13 07:50:48,kurumi
mantaps,mantaps,mantaps,5,positif,2026-03-13 07:44:07,Hadiyat Gaming
nice aja,nice aja,nice,5,positif,2026-03-13 07:37:58,Zukira
good game👍..,good game,good game,5,positif,2026-03-13 07:35:29,retmon emon
"2026 update 4.3 klasic malah tambah jelek bnyak yang kecewa, udah bagus sebelum2 nya fix sih banyak yang bakalan pensi",update klasic malah tambah jelek bnyak yang kecewa udah bagus sebelum nya fix sih banyak yang bakalan pensi,update klasic jelek bnyak kecewa bagus fix pensi,3,netral,2026-03-13 07:21:09,D.
PUBG map baru ini udah bagus tapi ada yang jelek tampilang awal kee kita merasa masuk ngak lagi seperti masuk pubg gambarnya bedah terus kita juga bingung mau update Rp elite juga terus tampilangnya tolong kembalikan seperti biasanya aja jangan berlebihan jadi ciri has gambaran awal maupun background itu tetap seperti aslinya dulu PUBG intinya sekarang ini saya masuk seperti ngak lagi masuk pubg 🥵saya kasih bintang 🌟🌟 aja kalo tampilan awalnya itu kembali seperti semula maka saya kasih 5 🌟🥵,pubg map baru ini udah bagus tapi ada yang jelek tampilang awal kee kita merasa masuk ngak lagi seperti masuk pubg gambarnya bedah terus kita juga bingung mau update rp elite juga terus tampilangnya tolong kembalikan seperti biasanya aja jangan berlebihan jadi ciri has gambaran awal maupun background itu tetap seperti aslinya dulu pubg intinya sekarang ini saya masuk seperti ngak lagi masuk pubg saya kasih bintang aja kalo tampilan awalnya itu kembali seperti semula maka saya kasih,pubg map bagus jelek tampilang kee masuk ngak masuk pubg gambarnya bedah bingung update rp elite tampilangnya tolong kembalikan ciri has gambaran background aslinya pubg intinya masuk ngak masuk pubg kasih bintang tampilan kasih,2,negatif,2026-03-13 07:20:33,azho amaral
hebat👌,hebat,hebat,5,positif,2026-03-13 07:20:00,Riesthy
ifen yg paling buruk sepanjang pubg,ifen yg paling buruk sepanjang pubg,ifen buruk pubg,1,negatif,2026-03-13 07:19:52,Ade Nurfajri
"Krafton tolong Banned permanen cheater/hacker.. Dan mohon perbaiki masalah Steep gak jelas.. Tidak ditau musuh di kiri atau kanan headset bunyi semua, Gak ada step tiba² musuh sudah di samping. !!",krafton tolong banned permanen cheaterhacker dan mohon perbaiki masalah steep gak jelas tidak ditau musuh di kiri atau kanan headset bunyi semua gak ada step tiba musuh sudah di samping,krafton tolong banned permanen cheaterhacker mohon perbaiki steep ditau musuh kiri kanan headset bunyi step musuh samping,5,positif,2026-03-13 06:56:18,Akbar Saleh
sangat bagus minusnya kalo update pasti downloading resources,sangat bagus minusnya kalo update pasti downloading resources,bagus minusnya update downloading resources,5,positif,2026-03-13 06:46:29,Khansa Aulia
update nya kurang bagus,update nya kurang bagus,update bagus,3,netral,2026-03-13 06:42:03,Anita
aku main ini seru dari pada game sebelah,aku main ini seru dari pada game sebelah,main seru game sebelah,5,positif,2026-03-13 06:39:32,Karnaval Lagi
Mantap👍,mantap,mantap,5,positif,2026-03-13 06:33:24,Dito Riyantoo
tampilan sekarang kaya EPEP. pedih di mata banyak bug juga . balikin tampilin nya kaya dulu lagi,tampilan sekarang kaya epep pedih di mata banyak bug juga balikin tampilin nya kaya dulu lagi,tampilan kaya epep pedih mata bug balikin tampilin kaya,1,negatif,2026-03-13 06:25:07,Kapten Victor
"udah keren sistemnya, gredingnya jadi sangat menantang, kalu bnyak yang ngeluh soal greding ya karna mereka kek bot aja, yang susah itu hanya di gachanya ajaa🥲🥲🤣",udah keren sistemnya gredingnya jadi sangat menantang kalu bnyak yang ngeluh soal greding ya karna mereka kek bot aja yang susah itu hanya di gachanya ajaa,keren sistemnya gredingnya menantang kalu bnyak ngeluh greding kek bot susah gachanya ajaa,5,positif,2026-03-13 06:18:38,Sahril Ilos
"makin ubdate makin burik , gak sangat kayak game friefire , gak hd lagi makin gak suka pubg",makin ubdate makin burik gak sangat kayak game friefire gak hd lagi makin gak suka pubg,ubdate burik kayak game friefire hd suka pubg,1,negatif,2026-03-13 05:48:50,PENTING
"update 4.3 ini buruk grafik malah jadi jelek bukan tambah bagus malah amburadul musuhnya pun gak keliatan , udah pakek setingan hd tinggi masih kureng",update ini buruk grafik malah jadi jelek bukan tambah bagus malah amburadul musuhnya pun gak keliatan udah pakek setingan hd tinggi masih kureng,update buruk grafik jelek bagus amburadul musuhnya keliatan pakek setingan hd kureng,1,negatif,2026-03-13 05:47:41,Berly Ariyo
kenapa super smooth cuman 50fps ? kenapa ga kalian samain 60 fps kayak grafis yang lain ? ini aneh sih dan masalahnya gara gara adanya update super smooth extreme ini jadi ga bisa diakalin dengan 60fps dari aplikasi tambahan .. update 4.3 update yang bakal makin banyak player yang hp pas pasan bakal pensi kalo ga dibikin 60fps buat super smoothnya,kenapa super smooth cuman fps kenapa ga kalian samain fps kayak grafis yang lain ini aneh sih dan masalahnya gara gara adanya update super smooth extreme ini jadi ga bisa diakalin dengan fps dari aplikasi tambahan update update yang bakal makin banyak player yang hp pas pasan bakal pensi kalo ga dibikin fps buat super smoothnya,super smooth cuman fps samain fps kayak grafis aneh gara gara update super smooth extreme diakalin fps aplikasi tambahan update update player hp pas pasan pensi dibikin fps super smoothnya,1,negatif,2026-03-13 05:42:54,wandi bleed
"game taik ,setelah di perbaharui makin susah main nya ,gak bisa terbang",game taik setelah di perbaharui makin susah main nya gak bisa terbang,game taik perbaharui susah main terbang,1,negatif,2026-03-13 05:39:03,Roza Cell
"Why is PUBG consuming so much data now, even though I didn't download any assets?",why is pubg consuming so much data now even though i didnt download any assets,why is pubg consuming so much data now even though didnt download any assets,4,positif,2026-03-13 05:32:18,Ultra Men
"saya kasi bintang satu dulu ,kan sebelumnya PUBG saya versi 4.2.0 nah pas saya update versi 4.3.0 pas saya mau login terkeluar mulu ah bikin kesel aja kalo udah fix saya kasi bintang 4-5 tolong fix dong ah",saya kasi bintang satu dulu kan sebelumnya pubg saya versi nah pas saya update versi pas saya mau login terkeluar mulu ah bikin kesel aja kalo udah fix saya kasi bintang tolong fix dong ah,kasi bintang pubg versi pas update versi pas login terkeluar mulu bikin kesel fix kasi bintang tolong fix,1,negatif,2026-03-13 05:02:25,Mhd Pirman
"tolong Hanaya penyesuaian nya di sesuaikan, misalnya berikan tim teman yang lebih berkuasa di rank tertentu, atau yang lebih pintar bermain agar mempermudah grading di Ace master.",tolong hanaya penyesuaian nya di sesuaikan misalnya berikan tim teman yang lebih berkuasa di rank tertentu atau yang lebih pintar bermain agar mempermudah grading di ace master,tolong hanaya penyesuaian sesuaikan tim teman berkuasa rank pintar bermain mempermudah grading ace master,1,negatif,2026-03-13 04:57:21,Pemilik23 Terbaik23
Iven nya semakin ngak jelas,iven nya semakin ngak jelas,iven ngak,3,netral,2026-03-13 04:56:40,reza gan
4.3 BAD UPDATE! DISGUSTING 🤢🤮,bad update disgusting,bad update disgusting,1,negatif,2026-03-13 04:51:18,АнггиСапутраGaming
bagus bage tapi ada fitur yang guwa Ega suka si fitur kontrol yang baya fitu ya coba di sedikitin Tamba muda,bagus bage tapi ada fitur yang guwa ega suka si fitur kontrol yang baya fitu ya coba di sedikitin tamba muda,bagus bage fitur guwa ega suka fitur kontrol baya fitu coba sedikitin tamba muda,5,positif,2026-03-13 04:49:39,Hasna Wanti
Bang buat kita nyaman bang biar serasa perang bang:(ko ada kekuatan nya,bang buat kita nyaman bang biar serasa perang bangko ada kekuatan nya,bang nyaman bang biar serasa perang bangko kekuatan,5,positif,2026-03-13 04:42:37,Azkia Abdul Mufid
"Sangat puas dengan New Update UI nya yang terlihat Fresh tapi tolong ditambahkan Dark Mode untuk update kedepannya""",sangat puas dengan new update ui nya yang terlihat fresh tapi tolong ditambahkan dark mode untuk update kedepannya,puas new update ui fresh tolong dark mode update kedepannya,5,positif,2026-03-13 04:41:02,Fernando 2
"Gak suka banget sistem grading, harus masuk 10 besar sebanyak 4/5 kali, kalau gagal di reset dari awal lagi. Sangat membuang-buang waktu. Apalagi untuk player yang main cuma buat hiburan di sela pekerjaan, rasanya grading terlalu menyulitkan. Apalagi banyak player yang ngendok demi masuk 10 besar. Bukan sekali dua kali kena HBD.",gak suka banget sistem grading harus masuk besar sebanyak kali kalau gagal di reset dari awal lagi sangat membuangbuang waktu apalagi untuk player yang main cuma buat hiburan di sela pekerjaan rasanya grading terlalu menyulitkan apalagi banyak player yang ngendok demi masuk besar bukan sekali dua kali kena hbd,suka sistem grading masuk kali gagal reset membuangbuang player main hiburan pekerjaan grading menyulitkan player ngendok masuk kali kena hbd,3,netral,2026-03-13 04:40:01,Nia Silalahi
"PUBG sekarang sepi jadi kurang peminat karena ukuran gamenya terlalu berat, dan banyak fitur WOW yang ga perlu",pubg sekarang sepi jadi kurang peminat karena ukuran gamenya terlalu berat dan banyak fitur wow yang ga perlu,pubg sepi peminat ukuran gamenya berat fitur wow,1,negatif,2026-03-13 04:38:11,Asrul Basir
"oi min ini knp 120fps nya seret banget patah patah 120fps rasa 15fps min padahal devide aku bagus loh fix dong mau ngepush jadi males dan 1 lagi , knp pas make 120fps itu ms 20 dan pas turunin fps nya ke 60 jaringan nya langsung jemping ke 40+ms knp tuh itu padahal jaringan aman aman aja tolong dong perhatikan player nya kalo bisa fokusin soal jaringan jgn mikirin event apa yg mau di keluarin mulu perhatian kenyamana player nya min tolong ya min🙏🙏🙏",oi min ini knp fps nya seret banget patah patah fps rasa fps min padahal devide aku bagus loh fix dong mau ngepush jadi males dan lagi knp pas make fps itu ms dan pas turunin fps nya ke jaringan nya langsung jemping ke ms knp tuh itu padahal jaringan aman aman aja tolong dong perhatikan player nya kalo bisa fokusin soal jaringan jgn mikirin event apa yg mau di keluarin mulu perhatian kenyamana player nya min tolong ya min,oi min knp fps seret patah patah fps fps min devide bagus loh fix ngepush males knp pas make fps ms pas turunin fps jaringan langsung jemping ms knp jaringan aman aman tolong perhatikan player fokusin jaringan mikirin event keluarin mulu perhatian kenyamana player min tolong min,1,negatif,2026-03-13 04:22:40,EGIA SBY
game ini seperti sudah memaksa pemain untuk memainkannya terus jadi. lebih baik gak main. apalagi datanya semakin tinggi banyak penyimpanan di ambil.,game ini seperti sudah memaksa pemain untuk memainkannya terus jadi lebih baik gak main apalagi datanya semakin tinggi banyak penyimpanan di ambil,game memaksa pemain memainkannya main datanya penyimpanan ambil,1,negatif,2026-03-13 04:22:09,Awwad Gaming
"boleh tdk jangan pelit"" kalau kita gacak peti"" klasik permium kasih lah buat apa di buat peti tuh kasian kmi pemain gratisan biarinn tambah semangat main ny 🙏",boleh tdk jangan pelit kalau kita gacak peti klasik permium kasih lah buat apa di buat peti tuh kasian kmi pemain gratisan biarinn tambah semangat main ny,tdk pelit gacak peti klasik permium kasih peti kasian kmi pemain gratisan biarinn semangat main ny,4,positif,2026-03-13 04:13:13,Sugeng wibowo
"event kali ini sumpah bikin ngeframe, 1 map banyak kali event nya kenapa ga di pisah kaya primewood dan aladin kemarin,",event kali ini sumpah bikin ngeframe map banyak kali event nya kenapa ga di pisah kaya primewood dan aladin kemarin,event kali sumpah bikin ngeframe map kali event pisah kaya primewood aladin kemarin,3,netral,2026-03-13 03:58:11,I Wayan
"setelah update 4.3 tampilan terbaru sangat jelek dan terkesan aneh,tolong kembalikan saja tampilan ke versi sebelumnya",setelah update tampilan terbaru sangat jelek dan terkesan anehtolong kembalikan saja tampilan ke versi sebelumnya,update tampilan terbaru jelek terkesan anehtolong kembalikan tampilan versi,1,negatif,2026-03-13 03:45:47,MURKA
sistem grading gak masuk akal proteksi hanya 1x lawak,sistem grading gak masuk akal proteksi hanya x lawak,sistem grading masuk akal proteksi lawak,1,negatif,2026-03-13 03:45:22,Ilham Nur Anwar
"BUAT BOT BOT NGELUH GRADING ,BILANG AJA LU TUH NOOB",buat bot bot ngeluh grading bilang aja lu tuh noob,bot bot ngeluh grading bilang noob,5,positif,2026-03-13 03:41:13,Saparnoor Wahyu
"setelah update grading ga ngotak ,banyak player yg pake pc+pro player + party bukan masalah skill tapi kesetaraan nya beda jauh lah ga di sortir lagi dari mulai royalpass tier juga udah absurd banget, maen dari 2018 baru sekarang kapok padahal terahir kemaren event udh bagus ,player di sortir sesuai dengan tier - royal pass asli kaya nya pubgm mau bangkrut kalo sistem begini",setelah update grading ga ngotak banyak player yg pake pcpro player party bukan masalah skill tapi kesetaraan nya beda jauh lah ga di sortir lagi dari mulai royalpass tier juga udah absurd banget maen dari baru sekarang kapok padahal terahir kemaren event udh bagus player di sortir sesuai dengan tier royal pass asli kaya nya pubgm mau bangkrut kalo sistem begini,update grading ngotak player pake pcpro player party skill kesetaraan beda sortir royalpass tier absurd maen kapok terahir kemaren event bagus player sortir sesuai tier royal pass asli kaya pubgm bangkrut sistem,1,negatif,2026-03-13 03:40:04,Razqia Husna
"baru instal tapi sudah berasa ada banyak bug. ditambah, PUBG mobile sekarang berasa seperti main PUBG New State",baru instal tapi sudah berasa ada banyak bug ditambah pubg mobile sekarang berasa seperti main pubg new state,instal berasa bug ditambah pubg mobile berasa main pubg new state,1,negatif,2026-03-13 03:25:14,Edinur Cahyo
TAMPILAN SEKARAN JELEK BANGET,tampilan sekaran jelek banget,tampilan sekaran jelek,1,negatif,2026-03-13 03:23:38,Syahron
download lagi ah dah lama pensi,download lagi ah dah lama pensi,download dah pensi,5,positif,2026-03-13 03:13:16,Sardin Muflihudin
mantap kalo bisa tamba player OPM lagi Tencenh,mantap kalo bisa tamba player opm lagi tencenh,mantap tamba player opm tencenh,5,positif,2026-03-13 03:03:08,Rocky Mentos
"susah nya dapet skin M4 glacier, dari season 1 sampe skrang gda pernah dapet kalo gatcha, ampuuunnn jadi kurang semangat maennya jarang dikasih HOKI malah boncos",susah nya dapet skin m glacier dari season sampe skrang gda pernah dapet kalo gatcha ampuuunnn jadi kurang semangat maennya jarang dikasih hoki malah boncos,susah dapet skin glacier season sampe skrang gda dapet gatcha ampuuunnn semangat maennya jarang dikasih hoki boncos,2,negatif,2026-03-13 02:56:50,Romy Rulanda
"gak jelas ni game grafis nya bagusan pubg yang dulu,yang versi 0.10 tu grafis nya jauh lebih bagus dari pubg sekarang",gak jelas ni game grafis nya bagusan pubg yang duluyang versi tu grafis nya jauh lebih bagus dari pubg sekarang,ni game grafis bagusan pubg duluyang versi tu grafis bagus pubg,1,negatif,2026-03-13 02:50:39,Pajar Pajar
"bagus ui baru, tp beratnya minta ampun",bagus ui baru tp beratnya minta ampun,bagus ui beratnya ampun,5,positif,2026-03-13 02:48:43,Nairul msyf
sistem rank terlalu berat buat para solo player,sistem rank terlalu berat buat para solo player,sistem rank berat solo player,1,negatif,2026-03-13 02:28:24,hinhin mohink
Sekarang berat kalii wakk! Poco F6 Snapdragon 8s Gen3 aja ga kuat 60fps. apaan ini? RINGANKAN LAH DIKIT WAKK!!,sekarang berat kalii wakk poco f snapdragon s gen aja ga kuat fps apaan ini ringankan lah dikit wakk,berat kalii wakk poco snapdragon gen kuat fps ringankan dikit wakk,2,negatif,2026-03-13 02:18:49,Ryn Frmnsyh
"thanks PUBG udh buat sistem grading krn ngaruh bngt memfilter player"" bot. banyak yg marah krn sistem grading🤣",thanks pubg udh buat sistem grading krn ngaruh bngt memfilter player bot banyak yg marah krn sistem grading,thanks pubg sistem grading ngaruh bngt memfilter player bot marah sistem grading,5,positif,2026-03-13 02:01:54,Affan Pujadi
enak bnget dan cocok buat tidak memikirkan dia yg sudah pergi :(,enak bnget dan cocok buat tidak memikirkan dia yg sudah pergi,enak bnget cocok memikirkan pergi,5,positif,2026-03-13 02:00:16,Kiki
"sekarang setalah update UI nya bikin sakit Mata terlalu terang, kalo bisa bikin kaya dulu aja warna hitam lebih enak, jangan terlalu di paksa bukannya bagus malah jelek, udh keluar uang banyak2 malah kek gini tampilan nya, tolong pubg di mengerti dengarkan keluh kesah player",sekarang setalah update ui nya bikin sakit mata terlalu terang kalo bisa bikin kaya dulu aja warna hitam lebih enak jangan terlalu di paksa bukannya bagus malah jelek udh keluar uang banyak malah kek gini tampilan nya tolong pubg di mengerti dengarkan keluh kesah player,setalah update ui bikin sakit mata terang bikin kaya warna hitam enak paksa bagus jelek uang kek gini tampilan tolong pubg mengerti dengarkan keluh kesah player,1,negatif,2026-03-13 01:39:02,Yunardus
kembalikan tampilan UI ke yang sebelumnya. Yang sekarang 4.3 tampilan lobby sampingnya sangat buruk sekali.,kembalikan tampilan ui ke yang sebelumnya yang sekarang tampilan lobby sampingnya sangat buruk sekali,kembalikan tampilan ui tampilan lobby sampingnya buruk,1,negatif,2026-03-13 01:34:04,Rudi Anto
"hapus aja apk pung update kagak jelass epennya terang bangettt weehhh, otw pesi kalo gini",hapus aja apk pung update kagak jelass epennya terang bangettt weehhh otw pesi kalo gini,hapus apk pung update kagak jelass epennya terang bangettt weehhh otw pesi gini,5,positif,2026-03-13 01:30:33,Iqbal
"tolong perbaiki bug setelah update , setting ads jari dan gyro ads sekarang jadi nyatu misal di setting yang gyro ads yang ads jari nya juga ngikut",tolong perbaiki bug setelah update setting ads jari dan gyro ads sekarang jadi nyatu misal di setting yang gyro ads yang ads jari nya juga ngikut,tolong perbaiki bug update setting ads jari gyro ads nyatu setting gyro ads ads jari ngikut,1,negatif,2026-03-13 01:19:05,arga nugraha
