review,rating,date,userName
lebih baik Tencent!!!,5,2026-03-15 23:14:03,Dwi Laksono
kenapa sekarang lebih parah tiap login harus uftade terus ini game macam apa ke gini,1,2026-03-15 23:07:50,Ratna Haerani
"tampilan menu ribet & putih bikin sakit mata,",1,2026-03-15 22:59:41,Muji Antoro
pubg kok cadi burik,3,2026-03-15 22:51:54,Icha Aril Abi
"7 tahun bersama game ini, artinya bintang satu adalah kritik keras dari pengalaman bermain. jangan tanya dimana kesalahan, artinya game ini dulu lebih menyenangkan daripada sekarang. paham ya",1,2026-03-15 22:44:46,JOEY AGATE
TOTAL DATA UDAH 21.GB BARUSAN UPDATE 600.MB SELESAI MASUK GAME UNDUH LAGI 85.MB SELANJUTNYA MESTI DOWNLOAD LAGI SUMBER TAMBAHAN 700.MB LEBIH 😳 TIAP UPDATE GILA-GILAAN PARAH AUTO UNINSTALL !!!,1,2026-03-15 22:44:45,Abdi Putra
tolong bedakan macth player pakai hanphone dengan player pakai tablet/computer,5,2026-03-15 22:40:13,Muhamadsam0411 Sam
"di download lagi?, baru kemarin hbis download event, skrang download lagi. game buang² waktu",1,2026-03-15 22:39:57,Ferry Gunawan
asiik bro gamenya,5,2026-03-15 22:39:06,Nana Cok
"game sepi, sekali nya main update download datanya banyak banget",1,2026-03-15 22:38:16,Bagas Restu F
ini kok bisa baru update tadi siang kadang sinyal merah padahal internet bagus terus ini baru aja analog yang buat gerak ngga bisa di gerakin jadi bisa nya lompat lompat gimana sih tolong di perbaiki,5,2026-03-15 22:33:08,DimasjefriSaputra Jefri
mantap,5,2026-03-15 22:26:04,Abi
4.3 UPDATE SO LAGGY !,1,2026-03-15 22:23:31,M A Z Gamers
update 4.3 ini lumayan ringan cuman warna UI nya terlalu tajam kurang enak di mata dan sinyalnya kurang stabil yang lain mantap👍,5,2026-03-15 22:16:00,Randy Dandy
makin lancar bang,5,2026-03-15 22:10:55,Oscar JW
bagus si tapi lama loding nya,5,2026-03-15 22:00:38,RIZKI GANTENG
"setelah update terbaru fps drop parah , sensi berantakan tolong segera diperbaiki",1,2026-03-15 21:59:20,Ahmad Faisal
game sangat seru teruslah kasik musuh bot. biar setara hp saya,5,2026-03-15 21:56:11,wakil balap
Amat sesuai digunakan,4,2026-03-15 21:47:37,Anas Setiawan agananai (Anasgame44)
good,5,2026-03-15 21:45:00,Aditya Ardani
Mohon solusi nya saya pakai perangkat Nubia Neo 2 5g sebelum nya di 4.2 masih bisa buka aplikasi namun Setelah Update 4.3 gak bisa buka aplikasi sama sekali Force Close terus saya coba hapus data uninstal pasang lagi hapus cache masih tetap Hp sudah di Hard Reset masih tetap gak bisa ram 8+4 12gb internal Storage 256gb masih luas padahal mohon solusi nya apakah dari update 4.3 ada data korup ke OS hp saya My OS 13 android tiramisu Di tunggu kabar nya Terimakasih Saya pemain Old pubg mobile,1,2026-03-15 21:32:28,Rizqi Raider
very good,5,2026-03-15 21:32:28,Rohim Fathonah
update 4.3 tolong diperbaiki patah patah bug padahal udah 90fps tapi jalan patah patah,5,2026-03-15 21:31:04,Yoga Adri Faza
"game penguji mental,yang mentalnya lemah gak usah main",5,2026-03-15 21:25:11,Musa Harun
iklan mu diperbaiki,1,2026-03-15 21:19:10,Christyan Mbo
"Pubg update serasa mirip ff,GK nyaman lagi main kalau begini",2,2026-03-15 21:14:16,Immerius Sakerebau
tolong perbaiki lawan yang seimbang,5,2026-03-15 21:05:22,Sunardi Darsad
sangat bagus,5,2026-03-15 21:04:09,alldy Bzn
game terbaik,5,2026-03-15 20:58:59,Ahmad Yani
masih bertahan walau perangkat sudah hampir kewalahan.,5,2026-03-15 20:52:18,Umam A_h
setelah update... jaringan gak stabil tolong diperbaikin...,1,2026-03-15 20:48:00,Herman Syah
"jotol, joss bgt kntlll",4,2026-03-15 20:43:31,ARDANU ARIF
kenapa rank sering turun sendiri tolong diperbaiki,4,2026-03-15 20:32:58,Khairil Anam
mantap,5,2026-03-15 20:32:16,Sigit Maulana
ini kenapa sesudah update redot saya jadi ngak bisa di tahan rekuil nya,2,2026-03-15 20:31:13,Andreas Marselo difa
good,5,2026-03-15 20:25:44,Panjul Bksi2024
"sinyal bagus, game lag. (2021) saya kangen banget sm pubg dan pubg skrg makin asik, banyak nostalgia dan device saya walau tidak terlalu bagus tpi krna saya veteran dan pengguna gyro dan player 4 jari, saya jdi mkin cinta sm game ini. banyak kenangannya disini, terimakasih pubg",5,2026-03-15 20:22:31,rama nugraha
"update baru sngat tidak wajar, kebanyakan bug harus download melulu",1,2026-03-15 20:11:15,FakeMan
"waduhh kok gw pas main sinyal nya nge stuk di 200ms ya?, padahal udah makek wifi loh ini, dan nyoba make kuota masi aja nge stuk di 200ms, tolong dong servernya atau apalah itu yang mengangu kenyamanan bermain di perbaiki secepatnya 🙂",3,2026-03-15 19:57:14,Werdhi Down5
bagus gratis,5,2026-03-15 19:48:32,anang suryadi
pengalaman game yg seru,4,2026-03-15 19:44:21,yeremia wahyu
gabisa mabar,1,2026-03-15 19:44:06,Fauzi 126
ok,5,2026-03-15 19:40:49,Jendri Makassar
"dulu bagus bet sekarang banyakan bot kurang seru, enakan jaman covid dulu gak kayak sekarang banyakan skin kayak badut ajg",1,2026-03-15 19:28:12,Bayu Septiawan
"update tier ya sangat tidak memuaskan, tolong kembalikan seperti dulu",1,2026-03-15 19:23:08,Pubg Korea
makin banyak sisen makin mirim FF,1,2026-03-15 19:20:42,agus riyanto
Semakin kesini semakin P2W,1,2026-03-15 19:05:51,I U
Game terlalu berat,1,2026-03-15 19:01:12,Aris Wisman
"habis update pake grafik 90/120 fps patah patah,sebelumnya aman",1,2026-03-15 19:00:34,Fariz Yudha
sangat buruk,1,2026-03-15 18:50:35,tommy bee
ikut arus aaja.... mengingat ay pemain lama.. YM terbaik lah buat pubg,5,2026-03-15 18:47:22,Alfian Kaimudin
sesudah d update Mlah jga bisa login,1,2026-03-15 18:46:25,Purkon 100
terbaik di kelas nya mantap,5,2026-03-15 18:44:22,Dimas Wijaya
anj update mulu,1,2026-03-15 18:44:03,Ari Wibowo
Kenapa aku tidak bisa menggunakan aplikasi pubg mobile,5,2026-03-15 18:42:40,Liberano Ribeiro dos Santos
game ini sangat pelit mati bermain blood strike,5,2026-03-15 18:29:44,Selamet Risdian
sangat bagus,5,2026-03-15 18:21:53,Rikar Agung
selelah pembaruan fps nya nda stabil ini game makin lama makin nda bagus,1,2026-03-15 18:20:34,Fiyan Bastik
tiket suplay yg saya kumpulkan kok setelah pembaharuan menghilang gitu aja aneh sekali game ini??? tolong dikembalikan lah gimana sih klk gini terus siapa yg mau main game ini. knpaa jugaa stiap update makan ram hp bsa smpee 2Gb. in pubg sndri aja sdh 10Gb lama2 hp isinya pubg aja.,1,2026-03-15 18:19:33,Zaifur Rizal
"Semakin kesini, semakin berat ni game",5,2026-03-15 18:13:33,MUHAMAD IQSAN
mantap,5,2026-03-15 18:04:57,Ikbalsulepeikbal Sulepe
sungguh luar biasa seruu,5,2026-03-15 18:02:30,Armada Ken
Mantap sangat menyenangkan dan seru banget,5,2026-03-15 18:01:49,Dani P
"makin kesini makin aneh data obb gk pernah d kotak katik, tb tb hilang mana yg harus tanggungjawab players download ulang, gua ad kompensasi dari defoloper nya, mentok mentok ksah trial emot klo g y baju ampas hadeh hadeh",3,2026-03-15 18:00:45,fransisko Argo
game nya udah bagus cuma kurang karakter alok sama Hayato nya min 😁,5,2026-03-15 17:44:27,Baim Baim
"game rusak,masak zona terakhir orang pada ilang",3,2026-03-15 17:42:49,Tai Delapan
😍😍😍😍😍😍,5,2026-03-15 17:33:04,Mario Gonsalves
Main Salam 6tahun Bolm dapat Eskin 🥲,5,2026-03-15 17:29:17,Ronivio Sarmento
game paling uhhh ngeselin banget selalu sinyal nya jelek keras banget ngisep sinyal harus jaringan kayak gimana biar lancar main nya...,2,2026-03-15 17:21:50,Ida bagus Yoga Kumara
ni saya kasih dulu 1 bintang nanti uda beres ini aplikasi nya baru saya kasi pill bintang nya kita kasi perbaiki dulu ini jaringan nya kawan terlalu jelek ini setiap update nya selalu jaringan nya yg bermasala,1,2026-03-15 17:17:09,Sapril Pite
upudate nya bikin sakit mata makin burik bukan makin bagus malah bikin jadi malas main,1,2026-03-15 17:17:07,Putra Tunggal
"kalo grading di permudah,,gak menantang la",5,2026-03-15 17:00:16,Rendi Jhi
"tolong perbaiki lagi, di update terbaru 4.3 ini makin frame drop parah yg mana sebelumnya tidak terjadi seperti update kali ini",3,2026-03-15 16:55:17,Anjas
parah ni game sekarang. saya awal main 2020 sempet brenti di 2023 karna yh bosen trus 2026 akhir download lagi malah sekarang tambah amburadul jaringan oke pake wifi penyimpanan juga oke tapi lag nya parah bangt apalagi abis pembaruan kemaren parah sekarang,1,2026-03-15 16:52:05,Zivillia Adi saputra
ok,4,2026-03-15 16:50:45,Sukma Yadi
tiba-tiba selesai update gak bisa login dari Facebook. aneh banget,1,2026-03-15 16:47:55,Solihin Tanjung
sistem rank yg sekarang sangat baik bagi yg menikmati game nyh,5,2026-03-15 16:36:41,Regina
menurut saya sistem grading mantappp ...mengurangi para bot sistem naik rank,5,2026-03-15 16:33:58,DENTUN GAMING
GAME KONTL PUBG GUA TIBA TIBA GABISA JALAN ANJ IDIOT BGT BUG GINI MSH ADA AJA,1,2026-03-15 16:33:31,fadil Faturohman
Game terbaik sepanjang masa,5,2026-03-15 16:33:00,HENDRO WORA
"mantep, updatean lobbynya kek cahaya surga☺️. Semua"" aja lu update anjir smpe lobby""nya diubah ini itu. Masuk pubg aja serasa game lain dah. Males, gk seru. Bye",1,2026-03-15 16:16:49,Ade indah Wahyuni
updet 4.3 banyak bug,1,2026-03-15 16:13:09,Apriyadi 29
Ntah knpa sangat susah mengatur sensitivitas di HP Samsung A05S....,1,2026-03-15 16:05:57,Jou praptono tube
stress,1,2026-03-15 16:01:47,Satria Wahyu
What's wrong with PUBG Mobile? Why is the display getting worse?,1,2026-03-15 15:59:07,Ferdi Nanto
"kebanyakan update an yang terlalu gak ngotak ukuran file nya,jika begini trs maka gak akan laku game lu, sorry gua ngasih keritikan seperti ini karna gua player lama pubg yang merindukan game pubg yang gak kayak dulu lagi",3,2026-03-15 15:50:25,Dandhung Satria
"aku paling ga suka di game ini,senapan yg bagus2 malah langka,seperti p90 langka,famas langka,dan lain lain",1,2026-03-15 15:33:13,ipin kocak
terbaik,5,2026-03-15 15:14:18,Nur Miati
jijik la update terbaru ini.auto hapus,1,2026-03-15 15:13:09,Ilham Dani
update sekarang malah makin lebih burukk.. makin rusak ini game banyak bug nya dan pengguna yg nge uninstall game ini udah hampir banyak gegara update terbaru yg sangat jelek!!!,1,2026-03-15 15:01:24,mochammaddikry09
"makin gak bagus update 4.3 sekarang udah update besar membuat divece cepat panas dan nge frame jelek lagi terutama royal pas nya jelek banget kebanyakan skin buat karakter wanita udah kaya bukan game perang tapi kaya game fashion show jelek bgt pubg sekarang udah sepi updatan makin gak jelas bakal tambah sepi ni game mana masih ada sistem grading hadeh parah banget semenjak krafton yg pegang, jualan berkedok game kebanyakan skin mana jelek lagi banyak buat karakter wanita semua",1,2026-03-15 14:47:27,Boy Junior
"Gue pemain yg baru di GAME ini kalau Bagus Gue simpan jika ragu, Terhapus, Tapi ya mudah mudahan bisa Baik/ Bagus di bulan Berkah ini kita smua kan Cari waktu Sambil Nungguin Tiba Sahur🤝🏼🤝🏼👳📲💙🙏🙏🙏",5,2026-03-15 14:45:15,Al syekh salam a syams Al syams
PUBG pelit,5,2026-03-15 14:36:13,Hengkysetiawan Hengky
Setelah pembaharuan malah susahbuat login,1,2026-03-15 14:33:21,Engkus Kurniawan
ilangin sistem grading dlu bru bintang 5😒,1,2026-03-15 14:23:57,Elssa Safitri
"udah di update 4 tapi gak bisa masuk juga gimana ni,lihat di YouTube suruh ubah akun google,udah di ubah masih kek gitu juga,gmn ya",4,2026-03-15 14:21:55,Rahmat Hidayat
"pubg sialan, leg nya kuat",1,2026-03-15 14:16:10,Rizal Saputra
keren,5,2026-03-15 14:14:32,PETRUS KUDMAS
kalau bisa season selanjutnya samain aja naik tier nya season ini biar lebih seruh biar bisa nunjukin skill masing masing.. 👍👍,5,2026-03-15 14:13:39,Argha Vanhauten
"masalah mulai match gak bisa masuk dalam pertempuran loading 65% udah kembali lagi ke loby dan tidak bisa masuk dalam laga lagi. mohon perbaikanya, padahal sinyal ok tapi notifnya masalah sambungan terus😇",3,2026-03-15 14:10:18,Maryanto Laia
"event 4.3 sangat meniru banyak game event seperti free fire hud kontrol, seperti blood strike, minecraft, cod, dan lain lain - UI juga putih sulit di lihat. tambahkan warna hitam. - grafiknya sangat berbeda pertama kali main saya langsung sadar namun ada bug - tolong ganti sistem rank seperti dulu banyak player camper",4,2026-03-15 13:26:22,HITLER Adolf
hampir 24gb penggunaan data untuk full versi 👍👍,5,2026-03-15 13:21:20,ahay oppo
update terjelek,1,2026-03-15 13:18:57,Akmal Tre
PUBG haram,1,2026-03-15 13:14:00,Vebry Sudrajat
game haram,1,2026-03-15 13:00:11,Zia Irdina
penyimpanannya kecilin lagi lah masa penyimpanannya sampe1gb,3,2026-03-15 12:54:00,M Khairul
Masa updet nya bisa kaya FF hemm gak seru.,5,2026-03-15 12:47:23,Eddy Winarto
update 4.3.0 buruk banyak bug,1,2026-03-15 12:45:10,riko riko
sheshhh,5,2026-03-15 12:44:26,Arka Diana
ini geng lama bat masuk uda masuk jaringan lemot tolong beveloper ia apa lagikalo main solo peh masuk lama sama peti mati ada warna la makin lama main makin bosan dulu gua juara terus di semua turnamen sekarang kontrol sulit gua mohon ke developer ia citer selalu gua temuin ada ia bisa tembak melalui tembok ada ia bisa terbang semoga developer perbaiki,2,2026-03-15 12:36:03,Miguel Mau Soares
pas update malah makin error sistem,3,2026-03-15 12:26:16,Ridwan Saputra
PUBG gila masa iya kita nya login FB malah login ke akun twitter. Gak profesional banget buat game,1,2026-03-15 12:25:38,Haris Haris
mantap👍,4,2026-03-15 12:23:36,Muhammad Ahkam
PUBG MOBILE jangan update terus-menerus!,1,2026-03-15 12:21:17,Daniel Eka
mantap,5,2026-03-15 12:20:19,Dandi Zhaa
SISTEM MATCHING LAMA WOI JANGAN PERNAH DOWNLOAD GAME INI,3,2026-03-15 12:08:34,Gusss
makin ribet jadi males maen,1,2026-03-15 11:58:31,Dani Egi Saputra
kenapa gak bisa masuk trs bilangnya dwonload OBB,1,2026-03-15 11:56:25,Lalufendiy 99
saya mendapatkan pengalaman yang sangat luarbiasa di gemini,5,2026-03-15 11:40:22,Gahani Abiyu
realistis mantap👍🏼,5,2026-03-15 11:30:15,RIFAT AL WAHDA
bagus,1,2026-03-15 11:28:18,Setiawan Setiawan
sangat puas roarr,4,2026-03-15 11:19:20,Nur Nadjla Asilah
GEM YG BANYAK DONLOD DATA PASS ITU KAN GW UDAH DONLOD DATA 35 GB SUDAH ITU DI SURIAH YA DONLOD 5 GB LAGI DAN SUDAH ITU TIBA TIBA DATA YG UDAH DI DOWNLOAD HILANG HARUS DONLOD LAGI,1,2026-03-15 11:19:01,Agus Saputra
wadidaw makin parah nih apdate Mulu jadi hp eror kg bisa masuk restart Mulu mati hidup mati hidup bikin rusak memori jg percuma harus download satu satu lagi..bagus yg dulu yg ada arena kapal heli bazoka jg tank dan cuman efek cuaca aja sih yg patut diperbaharui BKN yg aneh aneh gj perang ko peri Aladin dll👎😁🤷kacauuu kg mirip suana perang.nya aneh🤣😅😭,1,2026-03-15 11:13:43,Dadan Ramdani
"Kenapa setelah update di 4.3 ini analog nya tidak bisa tetapi tombol lainya bisa seperti hanya bermasalah pada analog, sedangkan di Medan latihan bisa. ini sangat burukk",1,2026-03-15 11:08:49,Yasid Hamdani
update apa ini malah burik kek game sebelah,2,2026-03-15 11:08:20,Dandi Trilaksono
baik,5,2026-03-15 11:05:03,Herman Junior
"habis di perbaharui ga bisa d buka,",1,2026-03-15 11:03:38,Jayadi
gasuka dengan event,1,2026-03-15 11:03:30,Zaki Maknuni
untuk 👍👍👍,3,2026-03-15 10:42:01,Sandi Praypua
b aja,4,2026-03-15 10:38:24,Anjar Dwi Putra
sudah beli royalpass season 18 tapi malah tidak bisa digunakan coba jelaskan,5,2026-03-15 10:28:51,Jonahtan Ulukyanan silubun
"tolong dong di kurangi gradingnya cukup 2 atau 3 aja, kebanyakan grading gamenya jdi membosankan, buang² waktu banyak, tolong di perbaiki lagi sistem Rank nya",2,2026-03-15 10:19:12,Sansan Bahari
sangat bagus,5,2026-03-15 10:17:19,Bambangdurinew
mau sesusah apapun lawannya gua ttp suka..yg gak suka hape gua kentang co ...bikin rendah lagi lah woii,2,2026-03-15 10:16:12,Dadan Ramdan Ramdan
"semenjak versi 4.3 jaringan sering gak bagus,,klaim item pun susah.",3,2026-03-15 10:09:30,ikram Rasya
versi krafton di banding versi Tencent... jauh banget lebih seruh versi Tencent...dan lebih bernostalgia... pubg sekarang sdh kebanyakan ivent dan update yg hanya untuk HP tertentu.. tolong di perbaiki setidaknya..mirip versi Tencent... dan pasti player old tahun 2018&2019 pasti comeback terimakasih ✅,3,2026-03-15 09:36:16,Salamuddin AL029
Royal pas paling buruk di pubg di season ini tolong lah kalo kasih sekin di royal pas skin senjata yang berguna #PUBG #RoyalpasA18buruk,1,2026-03-15 09:14:56,Kuncong Jangong
"tolong kembalikan PUBG seperti dulu aja yg d mna GK perlu push rank harus pake tier 4/5 cukup tooson saja sdh cukup,, jika ingin para membernya kembali seperti dulu",5,2026-03-15 09:12:18,Syarif Uddin
gw kasih bintang satu kerena pas gw mau cekin lawan satu musuh gw pakai sniper Amr kena badan musuh dua kali ga mati mati padahl armor musuh nya sudah hilang kenapa tidak mati2 juga udah mulai rusak ni game,1,2026-03-15 09:07:44,Arif Rifan
sangat seru dan menantang,5,2026-03-15 09:02:13,Ikhlas
"Tolong benerin waktu login lwt no seluler udh bener puzzle coba lagi coba lagi, gmn mo main dh",5,2026-03-15 08:47:08,Muhammad Rivaldi
"suka banget sama pubg dr dulu sejak SMA, meski sudah tak seseru season awal rilis, karena banyak botty🤣🥲 tp tetap seru, meski memang total data yg di donlowd bisa sampai 40 gb kata temenku tp dr HP ku total 13gb, memang game mahal..",5,2026-03-15 08:46:55,Nebula Klucier
"damage bot sekarang g ngotak, lagi nge clutch 1 sq sampe rata giliran healing tiba"" di tembak bot, gatau dah dari mana munculnya tuh bot, 3x kejadian begitu",3,2026-03-15 08:46:35,William SuryaLaksana
ga bisa mulai warnya,1,2026-03-15 08:34:25,Bre wak
update bukanya bagus malah jelek loby nya silau banget,1,2026-03-15 08:27:33,lemon channel
mana efek ganti glacier yang kau Janjikan itu,2,2026-03-15 08:25:22,sulthan naufal ediansyah
the beast goog game,4,2026-03-15 08:20:17,Jona Saprilian
"device support 120 FPS tapi dari game nya tidak terunlock, tolonglah PUBG",1,2026-03-15 08:03:59,Coba Coba
"sistem security-nya ampas banget, gw ga ngapa-ngapain di banned woilah",3,2026-03-15 07:52:14,Stradalee
"game ini semakin hari bukan semakin menyenangkan malah semakin buruk,,karena dari tier crown ke ace aja harus pake greding langkah naik tier dulu,,malah menambah susah buat palyer,tambah ribet,mohon pihak depelover tolong lah jangan terlalu banyak mengubah hal yg seharusnya,saya sudah banyak top up di sini stiap event,membuat jenuh saja ini lah membuat player old banyak pensi uninstal pubg akhirnya,tolong bisa di ubah hal buruk seperti ini",1,2026-03-15 07:36:57,Fikri Rafa
Bentar lagi game ini bakalan game m4ti sih,4,2026-03-15 07:31:13,Muhammad Yusup Siregar
Dahlah kecewa berat sama nih game,1,2026-03-15 07:26:18,ILHAM SYABAN
luar biasa sangat memuaskan,5,2026-03-15 07:22:57,Nurwahyudi Nurwahyudi
"gamenya sebenarnya bagus tapi gua nggk tau ini bug atau apa, kenapa gua nggk bisa ke lobby, terus gua juga nggk bisa cari laga, ini gua nggk tau bug atau apa tapi tolonglah diperbaiki lagi.",2,2026-03-15 07:17:51,Davisa Putra
"Gamenya seru dah menyenangkan, tapi sudah saatnya pensi",3,2026-03-15 06:52:41,Alif Kurniawan
update 4.3 ini bainyak bug nya fps naik turun padahal jaringanya stabil hp nga panas tapi serin lag padahal hp nya udah bagus tolon di perbaiki🙂,3,2026-03-15 06:14:43,Leonel Ratuchay
"naik ranknya jangan kaya gitu lah, rudeeett!!!",2,2026-03-15 06:06:14,De Si
bagus ji TPI ya bagus hanya bagus dan seru,5,2026-03-15 05:57:02,King Bimbim
baru pertama download semoga game ini bagus,5,2026-03-15 05:39:16,Ahmad Kurnia1
selalu terbaik...,5,2026-03-15 05:22:04,Queen Maylova Renata
"KALO ADA STAR 0 GW GABAKAL PILIH 1. SISTEM GRADING SAMPAH. BIKIN SUSAH NGEPUSH. DIKASIH RANDOM PARTYAN. UDAH TINGGAL SISA STAR 1 LAGI NAIK DUA KALI KERISET . DIKIRA GA CAPEK????,,,,,,!!! GW HAPUS!! PUBG",1,2026-03-15 05:10:52,Fadhlan Arief
hapuskan grading om saya tidak bisa coy,5,2026-03-15 04:32:17,Dravos Tempest
"Gak kayak 4 tahun lalu awal² lebih realistis timbang game 8bit, sekarang udah berat, event gak masuk akal. kalao mau buat event yang masuk akal seperti di dunia nyata lah.. tim kreatif malah larinya ke dunia lain. tujuannya bukan real world, malah 8bit yang di bikin HD",1,2026-03-15 04:29:02,Child Emperor
bring back the old PUBG,1,2026-03-15 04:05:43,IKHWAN NAFIS
"buat iklan kok pake AI, MENJIJIKAN!!!!🤮🤮🤮🤮",1,2026-03-15 03:45:48,Bumi saka Pangestu
👍👍👍,5,2026-03-15 03:39:56,Farhan
"udah beberapa kli download ulang, awal awal bagus giliran besok nya pasti gak bisa dibuka dan ada download resources apa coba. padahal data udah di download semua, ayoklah pubg astaga",4,2026-03-15 03:04:00,Herlina Ependi
"udh 3 kali download pembaruan , parah",1,2026-03-15 02:39:46,fajar agustin
itu grading di ilangin aja mending..bikin player jadi pada males buat push susah jadi nya malah bikin player2 lu pensi semua woii,1,2026-03-15 02:36:38,Aldi Fahrezi
gabutsss,5,2026-03-15 02:29:11,Abdul Zayyid
Tunggu aku 2 tahun kedepan agar bisa main PUBG lagi seperti dulu karna uang ku belum terkumpul juga,5,2026-03-15 02:20:36,Udillan 2020
habis update patch terbaru 4.3.0 jujur buat hp gw makin ngeframe lebih enak sebelum update,2,2026-03-15 02:19:46,Devid Sanggra
"event sekrang kek udh burik gitu, bayground udh kek ep ep",1,2026-03-15 02:18:05,Rafi Aditya
apa lah PUBG ini Masi enak2 main tiba2 di suru login ulang alasan soal pembaruan sudah 10 kali saya mengalami ini entah apa yang terjadi dengan update kali ini,1,2026-03-15 02:16:58,Jamalita 123
full bintang aja tapi kalo pake giro udah lek bgt,5,2026-03-15 02:08:09,Choi Yong
"makin lama makin gajelass, apalagi smenjak ada grading bnyk player yg ngendok suka hbd gajelas. bukanya update biar nambah keseruan malah nambah mempersulit main. dah hilang selera maen ini game gajelass..",1,2026-03-15 01:55:22,Ansory _01
"saya berharap , pbug kembali tahun 2019 saat soundtrack-nya Alan Walker",5,2026-03-15 01:53:43,Aji Irakas
tolong lah ini sistem agak tolol ini baru 2 jam maen udah ada peringatan aja,5,2026-03-15 01:42:49,wawan MLG
"UPDATE TERPARAH, BUG DIMANA MANA, FRAME PARAH PADAHAL 120FPS + COOLER + JARINGAN BAGUS STUCK 20MS, AYOLAH TENCENT",1,2026-03-15 01:41:18,Amaludin Mohi
"Sistem grading tier sangat menyusahkan, yang lebih parahnya lagi jika ada 5 grading sudah menang 4 kali sisa 1 jika kalah akan reset ulang dari semula..., alangkah baiknya jika kalah atau tidak memenuhi target cukup hilang 1 saja jangan di reset ulang, jadi malas main klo kayak gini mah... ntar kalo dah sunyi player main akhirnya lawan musuh bot, gitu ajalah terus PUBG selalu merusak sistem saja.. turun bintang 1 aja deh biar di pahami developer bagaimana keluhan player...",1,2026-03-15 01:40:31,DR Infinite
tolong saya tidak bisa masuk game.kenapa ini,5,2026-03-15 01:33:10,inoz Zionino
game ngebug padahal gw udah paket ace tapih di lobby bronze 3,1,2026-03-15 01:29:12,Sabila Karuna Putri
"Makin update makin nge lag,bukan frame tapi lag,sinyal 20ms tapi dellay parah",1,2026-03-15 01:29:09,zona gameku
"hapus sistem grading ribet,menang harus 5kali gagal sekali ilang semua proses ada protection cuman 1",1,2026-03-15 01:22:57,Edwin arifin
"habis update data hilang, setiap mulai game harus download data trs anjay cape habisin kuota",2,2026-03-15 01:19:23,Aska Fikrianor
"saran min, untuk sistem gradingnya tolong di optimalkan lagi agar tidak sesulit saat ini, misalnya dari crown-ace itu individu tersebut harus top 15 itu lebih baik diganti saja, jika tim finish di top 15 individu tersebut tetap bisa mendapatkan poin gradingnya daripada yang sekarang ini yang mengharuskan individu itu sendiri yang harus top 15, dan juga jikalau kalah hanya dikurangi 1 point grading bukan dikurangi semuanya, karena banyak player mengeluh tentang grading.",4,2026-03-15 01:17:44,Jovan Utama
makin sepi,1,2026-03-15 01:03:39,Yohan Arisandy
"setelah update 4.3 bukanya lebih baik malah sering ngebug analog tiba"" gak bisa di gerakin, tiba"" suruh download data lagi padahal data sudah di download, internet lancar tapi sering loding tolong segera di fiks kalo sudah saya akan perbaiki reting saya lagi",3,2026-03-15 01:00:20,Dista Uwais
"game nya bagus, kalian wajib download sih🗿. btw bagi THR dong min😹",5,2026-03-15 00:54:21,Aq Gpp Wangy
"ini tampilan pubg kenapa gini sekarang,bikin sakit mata. udah mirip ff",1,2026-03-15 00:31:10,Amri 097
optimalkan lagi,5,2026-03-15 00:17:44,Arfan reynata
gem nya gak asik lagi gara² ada fitur penempatan coba di hapus mungkin seru juga tolong di hapus fitur penempatan nya,1,2026-03-15 00:15:46,Liz zz
duh tambah berat aja,5,2026-03-15 00:09:56,Rama Daniar
Game nyaa bagusss saya suka,5,2026-03-15 00:04:12,Luthfi Fiyyy'
"maaf untuk sementara bintang 1 dulu, setelah update terjadi banyak bug didalam game, seperti suara teman tim yg tiba-tiba mengecil tanpa sebab, suara sendiri yang tidak bisa kedengeran teman tim, bahkan bug tidak bisa bergerak sama sekali sehabis turun dari parasut",1,2026-03-15 00:02:16,Adjid Hamdar Hamdar
"mohon di fix untuk lag nya, baru update main 4 masa semuanya mengalami koneksi terputus padahal wifi kenceng stabil",2,2026-03-14 23:51:22,Lukman Hakim Mann
serius seru-seruan bareng tim menjadi lebih seru banget,5,2026-03-14 23:47:10,Pujakusuma
mantap,5,2026-03-14 23:45:34,Ferry 115
saran saya kalo bisa kedepannya ini game di ringankan biar player old atau temen² yg main make hp kentang bisa main jga,5,2026-03-14 23:43:15,REZA SN
wah gem ini bagus banget gua herang yg di peng isiyan pelurunya,5,2026-03-14 23:41:05,Nabil Suraji
"Turun Bintang jadi 1 Admin, hilangin efek warna putih² sama tembok gedung putihnya, bikin sakit mata, aktifin kupu²nya biar atap rumah bisa di manfaatin lagi, klau udh di sesuai permintaan aku tambahin lagi bintang nya...🙏🙏🙏🙏🙏🙏",1,2026-03-14 23:39:20,Mickyziger Squard Dzenezer
UPDATE TERBURUK SELAMA MAIN PUBG DARI SEASON 4 NGEFRAM PARAHHH,1,2026-03-14 23:34:08,Nur Alam
"Semoga semakin maju Tencent Games,oiya perihal kita dapet kupon crate tolong lah jangan pelit pelit tencent kalian tidak akan maju tanpa kami , terimakasih",1,2026-03-14 23:29:42,Anggian Saputra
"gara gara grading banyak yg ngendok,jadi kurang menantang kurang seru 😔😔😔",2,2026-03-14 23:27:20,MH Muda hutan
"sistem grading mending di hapus aja, semakin hari semakin banyak yang ngendok, menghilangkan keseruan game nya sendiri,",1,2026-03-14 23:27:02,indo center 3574
"Game rusak habis update banyak bug, bikin ga enjoy main nya",1,2026-03-14 23:23:14,Fathhhengkel tzyy
