review,review_clean,review_processed,rating,sentiment,date,userName
Kenapa jd susah login via facebook ya deuhhhh... Akun sudah 6 tahun padahal,kenapa jd susah login via facebook ya deuhhhh akun sudah tahun padahal,susah login via facebook deuhhhh akun,3,netral,2025-11-07 20:42:56,Ririe Setyobudi
suka macet,suka macet,suka macet,1,negatif,2025-11-07 20:41:49,Basir Bunyai
"hampir 8 tahun main, gak bisa bosan dengan PUBG mobile❤️❤️❤️",hampir tahun main gak bisa bosan dengan pubg mobile,main bosan pubg mobile,5,positif,2025-11-07 20:36:58,Novan Setiawan
perbaiki lagi update an baru ini,perbaiki lagi update an baru ini,perbaiki update an,4,positif,2025-11-07 20:21:32,Erza Mawardi
"fitur dowload otomatis tidak guna, dowload otomatis yang tidak perlu, coba contoh tuh game mobile legends ada fitur buat jeda dowload, jadi gamenya tidak mendownload secara otomatis",fitur dowload otomatis tidak guna dowload otomatis yang tidak perlu coba contoh tuh game mobile legends ada fitur buat jeda dowload jadi gamenya tidak mendownload secara otomatis,fitur dowload otomatis dowload otomatis coba contoh game mobile legends fitur jeda dowload gamenya mendownload otomatis,1,negatif,2025-11-07 20:21:29,GBG
uda malas main game ini... makin di update tambah berat,uda malas main game ini makin di update tambah berat,uda malas main game update berat,1,negatif,2025-11-07 20:17:08,ichalpubgm pace
game yang asyik buat aeŕu-seruan,game yang asyik buat ae useruan,game asyik ae useruan,5,positif,2025-11-07 20:16:25,Apip Pudin
gacor bngt pokoknya mah,gacor bngt pokoknya mah,gacor bngt pokoknya mah,5,positif,2025-11-07 20:15:38,fikrialfarisi
"saya punya keluhan ketika sama bermain tiba""ada eror seperti layar game nya eror layar terpisah seperti kerusakan pada hp tolong di perbaiki erornya supaya pengalaman bermain saya bisa kembali lagi",saya punya keluhan ketika sama bermain tibaada eror seperti layar game nya eror layar terpisah seperti kerusakan pada hp tolong di perbaiki erornya supaya pengalaman bermain saya bisa kembali lagi,keluhan bermain tibaada eror layar game eror layar terpisah kerusakan hp tolong perbaiki erornya pengalaman bermain,3,netral,2025-11-07 20:15:19,Sindy Fadila
mic sering ngebug tolong d benahi dong,mic sering ngebug tolong d benahi dong,mic ngebug tolong benahi,3,netral,2025-11-07 20:13:13,Ndaru Setyawan
"mantap, mengingatkan di sesion awal kenangan",mantap mengingatkan di sesion awal kenangan,mantap sesion kenangan,5,positif,2025-11-07 20:06:36,Lia Uyul
event Godzilla the best,event godzilla the best,event godzilla the best,5,positif,2025-11-07 20:00:03,Widya Artha
"tolong ini di perbaiki knapa setelah update banyak bug,yaitu.waktu lagi main tiba² ngelag padahal jaringan bagus itu baru bagus klo kita udah mati waktu di loby juga aman jaringan bagus² aja.Tapi nanti klo udah terjun atau udah nyampe buat ngelooting ,tiba²langsung nglag parah.udah itu ranknya juga lumayan banyak berkurang,tolong di kasih kartu khusus agar rank tier ndak turun",tolong ini di perbaiki knapa setelah update banyak bugyaituwaktu lagi main tiba ngelag padahal jaringan bagus itu baru bagus klo kita udah mati waktu di loby juga aman jaringan bagus ajatapi nanti klo udah terjun atau udah nyampe buat ngelooting tiba langsung nglag parahudah itu ranknya juga lumayan banyak berkurangtolong di kasih kartu khusus agar rank tier ndak turun,tolong perbaiki knapa update bugyaituwaktu main ngelag jaringan bagus bagus mati loby aman jaringan bagus ajatapi terjun nyampe ngelooting langsung nglag parahudah ranknya lumayan berkurangtolong kasih kartu khusus rank tier ndak turun,4,positif,2025-11-07 19:56:41,Ibraael
"PUBG knp pertama dowload bisa main tapi setelah keluar knp kok gk bisa masuk lagi, padahal permainan seru tapi kok skrg gk bisa kayak dulu.",pubg knp pertama dowload bisa main tapi setelah keluar knp kok gk bisa masuk lagi padahal permainan seru tapi kok skrg gk bisa kayak dulu,pubg knp dowload main knp masuk permainan seru skrg kayak,1,negatif,2025-11-07 19:49:17,mikha dj
bagus banget,bagus banget,bagus,5,positif,2025-11-07 19:48:19,Lalu heru Febriyan
"sangat sangat parah update kali ini,sangat banyak bug,sinyal dalam game sering tidak stabil,padahal jaringan hp atau pake wifi aman aman aja kalo main game lain,jadi kecewa sama update kali ini",sangat sangat parah update kali inisangat banyak bugsinyal dalam game sering tidak stabilpadahal jaringan hp atau pake wifi aman aman aja kalo main game lainjadi kecewa sama update kali ini,parah update kali inisangat bugsinyal game stabilpadahal jaringan hp pake wifi aman aman main game lainjadi kecewa update kali,1,negatif,2025-11-07 19:34:35,Jend Official
"setiap update ga mikir, event bikin males main PUBG, setiap season apa harus ada event,mending kecil ukurannya lahh ini maksa banget. kalau masih ada terus event di setiap season fixx uninstall PUBG.",setiap update ga mikir event bikin males main pubg setiap season apa harus ada eventmending kecil ukurannya lahh ini maksa banget kalau masih ada terus event di setiap season fixx uninstall pubg,update mikir event bikin males main pubg season eventmending ukurannya lahh maksa event season fixx uninstall pubg,1,negatif,2025-11-07 19:34:24,Herwansyah 1997
Pasang game pubg mobile dengan xapk. Versi terbaru yuk buka dan main pubg mobile. asyk,pasang game pubg mobile dengan xapk versi terbaru yuk buka dan main pubg mobile asyk,pasang game pubg mobile xapk versi terbaru yuk buka main pubg mobile asyk,3,netral,2025-11-07 19:32:36,Predi Dawarski
game ini bagus sekali,game ini bagus sekali,game bagus,5,positif,2025-11-07 19:29:41,Filipe Soares
lama bangat masuk match habis itu tiba tiba disconnect padahal wifi nya bagus game jelek,lama bangat masuk match habis itu tiba tiba disconnect padahal wifi nya bagus game jelek,bangat masuk match habis disconnect wifi bagus game jelek,1,negatif,2025-11-07 19:29:06,Azka
keren bisa main di HP kentang,keren bisa main di hp kentang,keren main hp kentang,5,positif,2025-11-07 19:26:30,ardy boys
bugus banget grafik nya😊😊,bugus banget grafik nya,bugus grafik,5,positif,2025-11-07 19:25:55,Khudori Kweden
aplikasi paling buruk di dunia,aplikasi paling buruk di dunia,aplikasi buruk dunia,1,negatif,2025-11-07 19:25:30,ANAS SANDI F
GAME TERBAIKKK,game terbaikkk,game terbaikkk,5,positif,2025-11-07 19:13:23,Aldo Putra
setelah update makin susah cari pertempuran masa hampir 6 menit kaga bisa2 kacau,setelah update makin susah cari pertempuran masa hampir menit kaga bisa kacau,update susah cari pertempuran menit kaga kacau,1,negatif,2025-11-07 19:09:08,Faiz Ahmad
"ga kerasa udah 8 tahun aja main game ini, nostalgia paling dpt di tahun 2017-2018... skrg Vacum Mode On dulu, banyak yg vacum jd sepi, kalo main random kurang dapet serunya!",ga kerasa udah tahun aja main game ini nostalgia paling dpt di tahun skrg vacum mode on dulu banyak yg vacum jd sepi kalo main random kurang dapet serunya,kerasa main game nostalgia dpt skrg vacum mode on vacum sepi main random dapet serunya,5,positif,2025-11-07 19:03:42,Gilang Ramdhan Sanjaya
"Update baru berharap Xioami 14t dapet 120 fps kayak Poco x6 pro, ternyata enggak, padahal chipset nya sama",update baru berharap xioami t dapet fps kayak poco x pro ternyata enggak padahal chipset nya sama,update berharap xioami dapet fps kayak poco pro chipset,4,positif,2025-11-07 19:01:05,Hasbi
"tolong diperbaiki lagi updatenya, musuh suka ngeblink, mobil ngak ada suaranya, senjata ngak ada suaranya di event",tolong diperbaiki lagi updatenya musuh suka ngeblink mobil ngak ada suaranya senjata ngak ada suaranya di event,tolong diperbaiki updatenya musuh suka ngeblink mobil ngak suaranya senjata ngak suaranya event,4,positif,2025-11-07 19:00:56,Sudir Man
"(Update V4.1) Update dirangkum jadi satu 1 kali update, kenapa harus di pisah pisah, Update di playstore/app store, lalu update di dalam game, update sumber daya, update lagi sumber daya di dalam game, bahkan yang sudah di download sebelumnya, belum update ulang semua map, update senjata lab, update mobil , CAPEK DOWNLOADNYA Tolong kalau bisa 1 kali download",update v update dirangkum jadi satu kali update kenapa harus di pisah pisah update di playstoreapp store lalu update di dalam game update sumber daya update lagi sumber daya di dalam game bahkan yang sudah di download sebelumnya belum update ulang semua map update senjata lab update mobil capek downloadnya tolong kalau bisa kali download,update update dirangkum kali update pisah pisah update playstoreapp store update game update sumber daya update sumber daya game download update ulang map update senjata lab update mobil capek downloadnya tolong kali download,5,positif,2025-11-07 18:57:26,Zay Mr
game nya bagus,game nya bagus,game bagus,5,positif,2025-11-07 18:48:42,Ahmad Sarip
sebenarnya game ini bagus cuman kenapa kalau akun old gachanya jelek bet jir😂,sebenarnya game ini bagus cuman kenapa kalau akun old gachanya jelek bet jir,game bagus cuman akun old gachanya jelek bet jir,5,positif,2025-11-07 18:46:18,Nindy Andrean
bintang empat dulu soalnya aku baru pertama download dan ngak tau semua fungsi pengaturan nya,bintang empat dulu soalnya aku baru pertama download dan ngak tau semua fungsi pengaturan nya,bintang download ngak fungsi pengaturan,4,positif,2025-11-07 18:38:40,Muhammad Barkah
"event sekarang berat dan pubg pun berat tolong lah Tencent perbaiki kami player yang hp kentang juga mau main pubg dan fps nya juga sering turun, terima kasih",event sekarang berat dan pubg pun berat tolong lah tencent perbaiki kami player yang hp kentang juga mau main pubg dan fps nya juga sering turun terima kasih,event berat pubg berat tolong tencent perbaiki player hp kentang main pubg fps turun terima kasih,1,negatif,2025-11-07 18:35:21,Putu Indra
"setiap kali update versi baru, pasti ngebug, ga ad suara lah, ngebling"" lah, tolong lah krafton, diperbaiki lgi game updatenya",setiap kali update versi baru pasti ngebug ga ad suara lah ngebling lah tolong lah krafton diperbaiki lgi game updatenya,kali update versi ngebug ad suara ngebling tolong krafton diperbaiki lgi game updatenya,5,positif,2025-11-07 18:33:34,Alyung Wa
game yang asik,game yang asik,game asik,5,positif,2025-11-07 18:28:10,Mahmud Hamdani
Permainan ini sangat jelek dan haram,permainan ini sangat jelek dan haram,permainan jelek haram,1,negatif,2025-11-07 18:21:47,Ade Siti Hajar
"tolong bugnya di fix, game tiba"" keluar sendiri, dan jaringannya di fix",tolong bugnya di fix game tiba keluar sendiri dan jaringannya di fix,tolong bugnya fix game jaringannya fix,5,positif,2025-11-07 18:17:53,Yoga Setyawan
agak membaik,agak membaik,membaik,5,positif,2025-11-07 18:10:25,Wahyu Avril
"update sekarang banyak bug kadang suara teman nggak ada kadang kecil,suara tembakan pun sama",update sekarang banyak bug kadang suara teman nggak ada kadang kecilsuara tembakan pun sama,update bug kadang suara teman kadang kecilsuara tembakan,2,negatif,2025-11-07 18:07:03,Tio Hidayatulloh
Tolong buatkan pilihan untuk tidakk Update. Karena kami tidakk sukaaa main even,tolong buatkan pilihan untuk tidakk update karena kami tidakk sukaaa main even,tolong buatkan pilihan tidakk update tidakk sukaaa main even,1,negatif,2025-11-07 18:02:53,Ammiigoo
setiap update/pembaruan skin yg sbelumnya hrus di download lagi kocakk!!! perbaiki sistem update,setiap updatepembaruan skin yg sbelumnya hrus di download lagi kocakk perbaiki sistem update,updatepembaruan skin sbelumnya hrus download kocakk perbaiki sistem update,1,negatif,2025-11-07 17:43:21,andi saputra
"Perkara main melebihi 6 jam, langsung dikeluarkan dari game, dan tidak bisa login lagi. Payah sekali update kali ini, banyak bug pula. Hapus aja lah, buang buang duit aja, sia sia gacha habis banyak main ga bisa.",perkara main melebihi jam langsung dikeluarkan dari game dan tidak bisa login lagi payah sekali update kali ini banyak bug pula hapus aja lah buang buang duit aja sia sia gacha habis banyak main ga bisa,perkara main melebihi jam langsung dikeluarkan game login payah update kali bug hapus buang buang duit sia sia gacha habis main,1,negatif,2025-11-07 17:31:44,Aan W.
"latest update the problem of dead opponent sound is very bad, expensive games look like free fire, it's gone, make it like before......",latest update the problem of dead opponent sound is very bad expensive games look like free fire its gone make it like before,latest update the problem of dead opponent sound is very bad expensive games look like free fire its gone make it like before,1,negatif,2025-11-07 17:08:30,Verry S
game bagus,game bagus,game bagus,5,positif,2025-11-07 17:04:05,Orang
"tambahin grafik yang lebih smooth, semakin update semakin berat",tambahin grafik yang lebih smooth semakin update semakin berat,tambahin grafik smooth update berat,5,positif,2025-11-07 16:54:59,Gogon Bta
nice,nice,nice,5,positif,2025-11-07 16:44:37,Siroj Giyas Syafiq
Nice game.. 🎮🎮🎮🎮,nice game,nice game,5,positif,2025-11-07 16:43:00,Week Forefer
Game Ini terbaik,game ini terbaik,game terbaik,5,positif,2025-11-07 16:22:56,Marfel Samfrus
min tolong urus juga dong pubg lite nya jangan di biarin mulu kasian sama yang hp nya ga kuat pubgm jangan cuman diem satu depeloper kok di biarin mending era tencent lagi dah di urus tuh game kaga kaya level infinity di biarin,min tolong urus juga dong pubg lite nya jangan di biarin mulu kasian sama yang hp nya ga kuat pubgm jangan cuman diem satu depeloper kok di biarin mending era tencent lagi dah di urus tuh game kaga kaya level infinity di biarin,min tolong urus pubg lite biarin mulu kasian hp kuat pubgm cuman diem depeloper biarin mending era tencent dah urus game kaga kaya level infinity biarin,5,positif,2025-11-07 16:20:40,GAMERS CUPU
"bejir 1,2gb mana sanggup hp gua",bejir gb mana sanggup hp gua,bejir gb sanggup hp gua,1,negatif,2025-11-07 16:10:24,ERIS HAFIZ
mohon kurangi update nya ... sudah total gb sampai 26 gb,mohon kurangi update nya sudah total gb sampai gb,mohon kurangi update total gb gb,1,negatif,2025-11-07 16:08:21,Ahmad Rifai
mbb nya kurang banget,mbb nya kurang banget,mbb,1,negatif,2025-11-07 16:07:14,Rizal Rizal
GEM SEPI ISINYA BOT SEMUA ga kaya dulu,gem sepi isinya bot semua ga kaya dulu,gem sepi isinya bot kaya,1,negatif,2025-11-07 15:50:03,PACE KOBO
even pinguin nya kek ajng sumpah GK kayak even sebelum nya bagus yg sekarang banyak banget sih kurang nya,even pinguin nya kek ajng sumpah gk kayak even sebelum nya bagus yg sekarang banyak banget sih kurang nya,even pinguin kek ajng sumpah kayak even bagus,3,netral,2025-11-07 15:49:10,Gusdeva Gusdeva
yah better lah,yah better lah,yah better,3,netral,2025-11-07 15:45:10,M. A. Rijik Rijik
"keren, bisa grafik hdr di hp entry, frame juga bisa ultra, mantap",keren bisa grafik hdr di hp entry frame juga bisa ultra mantap,keren grafik hdr hp entry frame ultra mantap,5,positif,2025-11-07 15:22:38,Farhan Nurikhsan
Nice battle..,nice battle,nice battle,5,positif,2025-11-07 15:17:24,Tengku Indra Utama (Indra)
oookk,oookk,oookk,3,netral,2025-11-07 15:02:41,Andi Sanjay
game gilaa lama bangat gua main setiap update ada aja bug ny,game gilaa lama bangat gua main setiap update ada aja bug ny,game gilaa bangat gua main update bug ny,1,negatif,2025-11-07 14:58:33,Mhmmaddsaufii
Bukannya lag nya ngilang malah bertambah emang ni game dah dilaporin lagnya dah parah tapi gak di tanggapin.aku nembak musuh duluan malahan musuhnya ngilang hal itu buat aku ketauan .tolonglah perbaiki lah lag yang parah kek gini.dah itu aja makasih edit makasih semua bugnya sekarang udah di tanganin kalo untuk sekarang masalahnya udh gk nemu lagi di gamenya makasih ya udah memperbaiki bugnya,bukannya lag nya ngilang malah bertambah emang ni game dah dilaporin lagnya dah parah tapi gak di tanggapinaku nembak musuh duluan malahan musuhnya ngilang hal itu buat aku ketauan tolonglah perbaiki lah lag yang parah kek ginidah itu aja makasih edit makasih semua bugnya sekarang udah di tanganin kalo untuk sekarang masalahnya udh gk nemu lagi di gamenya makasih ya udah memperbaiki bugnya,lag ngilang bertambah ni game dah dilaporin lagnya dah parah tanggapinaku nembak musuh duluan musuhnya ngilang ketauan tolonglah perbaiki lag parah kek ginidah makasih edit makasih bugnya tanganin nemu gamenya makasih memperbaiki bugnya,5,positif,2025-11-07 14:50:39,Xgard rawa
kembalikan pubg sepertii duluu kala lebihh seruu,kembalikan pubg sepertii duluu kala lebihh seruu,kembalikan pubg sepertii duluu lebihh seruu,3,netral,2025-11-07 14:39:13,Ipek 23
Napa setelah di update keluar sendiri,napa setelah di update keluar sendiri,napa update,3,netral,2025-11-07 14:37:16,Vilkar
"Kecewa sama PUBG bnya cheat , Uda direport Masi ada cheat . . Buat sistem daftar akun login cukup dari satu . setelah kena banned ga bisa buat akun baru lagi",kecewa sama pubg bnya cheat uda direport masi ada cheat buat sistem daftar akun login cukup dari satu setelah kena banned ga bisa buat akun baru lagi,kecewa pubg bnya cheat uda direport masi cheat sistem daftar akun login kena banned akun,1,negatif,2025-11-07 14:35:03,derasonkekn
"Saya sudah sangat lama bermain di game ini, buat hiburan, ini satu satunya game yang ada di handphone saya 👍👍👍👍👍👍",saya sudah sangat lama bermain di game ini buat hiburan ini satu satunya game yang ada di handphone saya,bermain game hiburan satunya game handphone,5,positif,2025-11-07 14:14:47,Ansori lebong
pubgi sya tidak bisa masuk gmna cra nya pdah sudh Abdid,pubgi sya tidak bisa masuk gmna cra nya pdah sudh abdid,pubgi sya masuk gmna cra pdah sudh abdid,1,negatif,2025-11-07 14:12:48,Ahmad Nasih
sudah puluhan tahun main PUBG mobile tapi gak pernah di kasi m4 glascher🥶,sudah puluhan tahun main pubg mobile tapi gak pernah di kasi m glascher,puluhan main pubg mobile kasi glascher,5,positif,2025-11-07 14:04:59,imade permadi
malasss,malasss,malasss,1,negatif,2025-11-07 14:03:05,Muhamad Riki
saya dulu memang suka pubg sejak dari kecil pas 2016 saya main.tapi grafis nya bagus lo,saya dulu memang suka pubg sejak dari kecil pas saya maintapi grafis nya bagus lo,suka pubg pas maintapi grafis bagus,5,positif,2025-11-07 13:58:58,Reza Alhabib
update iven yang keren lg lah,update iven yang keren lg lah,update iven keren,5,positif,2025-11-07 13:55:39,Baldus Fransiskus Ramandei
kok hp saya ngelock 60 FPS pos di on loka HDR kok turun ke 40 FPS tolong dong diperbaiki. untuk season depan 4.2,kok hp saya ngelock fps pos di on loka hdr kok turun ke fps tolong dong diperbaiki untuk season depan,hp ngelock fps pos on loka hdr turun fps tolong diperbaiki season,5,positif,2025-11-07 13:55:10,Muhammad Rafii
PUBG jaya jaya 🗣️,pubg jaya jaya,pubg jaya jaya,5,positif,2025-11-07 13:46:02,Mahardian Yustiawan
Miss u pubg 2019-2020🥺,miss u pubg,miss pubg,5,positif,2025-11-07 13:42:50,Ahmad Ambari
oke,oke,oke,5,positif,2025-11-07 13:33:58,Muh Ilham
"kenapa semua paket outfit yg lama d download ulang setelah pergantian seosen atau tier,,,,kecewa sama pubg..semakin kesini semakin membuat hp jadi berat untuk main....kecewa sekali dengan pubg mobile.",kenapa semua paket outfit yg lama d download ulang setelah pergantian seosen atau tierkecewa sama pubgsemakin kesini semakin membuat hp jadi berat untuk mainkecewa sekali dengan pubg mobile,paket outfit download ulang pergantian seosen tierkecewa pubgsemakin kesini hp berat mainkecewa pubg mobile,1,negatif,2025-11-07 13:22:14,Arys AL uwaysh
begininya sekarang pubg orang afk gak kena sangsi giliran aku afk malah berkurang 5 kredit skor gak adil betul buat player biasa,begininya sekarang pubg orang afk gak kena sangsi giliran aku afk malah berkurang kredit skor gak adil betul buat player biasa,begininya pubg orang afk kena sangsi giliran afk berkurang kredit skor adil player,1,negatif,2025-11-07 13:01:56,Yahyah Yahyah
"males update,lama trus ngabisin banyak paket, semakin lama semakin boros paket 😌",males updatelama trus ngabisin banyak paket semakin lama semakin boros paket,males updatelama trus ngabisin paket boros paket,3,netral,2025-11-07 13:01:06,Diana Sarip
Dari season 3 sampe sekarang 🥺dari hp kentang sampe jadi hp yang lebih baik masih tetep bermain,dari season sampe sekarang dari hp kentang sampe jadi hp yang lebih baik masih tetep bermain,season sampe hp kentang sampe hp tetep bermain,5,positif,2025-11-07 12:57:02,Achmad Maulana Ariya Dhany
"bagus walau kadang agak ngelag ,terlalu berat setiap habis update,banyak keluhan dri para player tlong di respon donk bnyak macet macet nya",bagus walau kadang agak ngelag terlalu berat setiap habis updatebanyak keluhan dri para player tlong di respon donk bnyak macet macet nya,bagus kadang ngelag berat habis updatebanyak keluhan dri player tlong respon donk bnyak macet macet,5,positif,2025-11-07 12:38:16,Adi Sastra
Peta doang banyak masuk nya susah yg gampang peta erangel doang masa mau main di erangel terus tolong dong Untuk pemain solo biar gampang masuk petanya,peta doang banyak masuk nya susah yg gampang peta erangel doang masa mau main di erangel terus tolong dong untuk pemain solo biar gampang masuk petanya,peta doang masuk susah gampang peta erangel doang main erangel tolong pemain solo biar gampang masuk petanya,5,positif,2025-11-07 12:38:08,Fikri Ferdiansah
"okeh lah untuk update sekarang udah bisa meningkatkan frame rate dulu cuman sampe ultra sekarang udah kebuka ektrem, semoga kedepannya bisa kebuka frame rate 90 fps di chipset d6080",okeh lah untuk update sekarang udah bisa meningkatkan frame rate dulu cuman sampe ultra sekarang udah kebuka ektrem semoga kedepannya bisa kebuka frame rate fps di chipset d,okeh update meningkatkan frame rate cuman sampe ultra kebuka ektrem semoga kedepannya kebuka frame rate fps chipset,3,netral,2025-11-07 12:26:22,BILLI ARDIYANSYAH
gamenya bagus . isinya juga bagus2 . sayang sekali banyak yang cheater,gamenya bagus isinya juga bagus sayang sekali banyak yang cheater,gamenya bagus isinya bagus sayang cheater,3,netral,2025-11-07 12:21:46,Sarif Udin
The best game in the world 🌎,the best game in the world,the best game in the world,5,positif,2025-11-07 12:09:16,Firens Fore
KEREN BANGET POKOKNYA 🤝,keren banget pokoknya,keren pokoknya,5,positif,2025-11-07 12:07:06,Ngurah Narita
"kecewa gw pubg sekarang banyak tingkah,, gw cuma main pakai kiboyrd dan mose,, tapi di kenakan hukuman atau di band,,,, berhenti gw main,,,",kecewa gw pubg sekarang banyak tingkah gw cuma main pakai kiboyrd dan mose tapi di kenakan hukuman atau di band berhenti gw main,kecewa pubg tingkah main pakai kiboyrd mose kenakan hukuman band berhenti main,1,negatif,2025-11-07 11:58:49,Tomiyoka Giu
update nya mulai ngk ngotak!!!! masa update event harus update semuanya mikir lah jangan sampai game ini sepi peminat,update nya mulai ngk ngotak masa update event harus update semuanya mikir lah jangan sampai game ini sepi peminat,update ngk ngotak update event update mikir game sepi peminat,1,negatif,2025-11-07 11:51:37,Second Ayu
"login lewat facebook sekarang ga bisa dan selalu gagal, padahal saya sudah main dari 2018 tapi sekarang akun saya ga bisa dibuka payah banget, ga ada tanggung jawab sama sekali semenjak bukan tencent yg megang jadi rusak ini game cuihh. sory pubg gw pensi",login lewat facebook sekarang ga bisa dan selalu gagal padahal saya sudah main dari tapi sekarang akun saya ga bisa dibuka payah banget ga ada tanggung jawab sama sekali semenjak bukan tencent yg megang jadi rusak ini game cuihh sory pubg gw pensi,login facebook gagal main akun dibuka payah tanggung semenjak tencent megang rusak game cuihh sory pubg pensi,1,negatif,2025-11-07 11:45:50,Aqshal M
mohon bagi developer.. kenapa setelah update..saya tidak bisa buka pubg nya.. saya sudah coba install ulang tapi msih tidak bisa.,mohon bagi developer kenapa setelah updatesaya tidak bisa buka pubg nya saya sudah coba install ulang tapi msih tidak bisa,mohon developer updatesaya buka pubg coba install ulang msih,3,netral,2025-11-07 11:22:40,Pesilat TERATE
saya kasih bintang 5 karna saya sangat puas Dengan gemas ini,saya kasih bintang karna saya sangat puas dengan gemas ini,kasih bintang puas gemas,5,positif,2025-11-07 11:09:41,Abud Anggara
"TOLONG LAH DEVELOPER PUBG MOBILE ITU DIPERBAIKIN UNTUK BOT NYA ITU SOALNYA KALO NEMBAK SAKITNYA MINTA AMPUN DEMAGE NYA SAKIT DARI PADA MUSUH BENERAN JADI TOLONG DEH YA BIAR GAME NYA GAK TERLALU BERAT,UDAH SAMA PLAYER NEMBAK SAKIT INI MALAH BOT NYA JUGA NEMBAK SAKIT JUGA",tolong lah developer pubg mobile itu diperbaikin untuk bot nya itu soalnya kalo nembak sakitnya minta ampun demage nya sakit dari pada musuh beneran jadi tolong deh ya biar game nya gak terlalu beratudah sama player nembak sakit ini malah bot nya juga nembak sakit juga,tolong developer pubg mobile diperbaikin bot nembak sakitnya ampun demage sakit musuh beneran tolong biar game beratudah player nembak sakit bot nembak sakit,4,positif,2025-11-07 10:54:43,Jayadi Prat
"game ini sekarang sangat berat akibat kebanyakan event, WOW, house dll ditambah animasi2 setiap event dan skin berikut effect2nya membuat game ini jadi tidak friendly lagi buat device mid-low. sayang padahal saya player sejak season 2",game ini sekarang sangat berat akibat kebanyakan event wow house dll ditambah animasi setiap event dan skin berikut effectnya membuat game ini jadi tidak friendly lagi buat device midlow sayang padahal saya player sejak season,game berat akibat kebanyakan event wow house ditambah animasi event skin effectnya game friendly device midlow sayang player season,2,negatif,2025-11-07 10:52:44,eka permatasari
kerennnnnn give glacierrrr kraftonnn,kerennnnnn give glacierrrr kraftonnn,kerennnnnn give glacierrrr kraftonnn,5,positif,2025-11-07 10:46:37,Abdul Rafi
bagusss kalau lagi gabunt,bagusss kalau lagi gabunt,bagusss gabunt,5,positif,2025-11-07 10:36:02,Jacson Imanuel
oke mantap,oke mantap,oke mantap,5,positif,2025-11-07 10:18:28,Mar Mar
gamenya bagus skali tapi pas main kadang musuh tdk sesuai dengan rang kita tdak spadan,gamenya bagus skali tapi pas main kadang musuh tdk sesuai dengan rang kita tdak spadan,gamenya bagus skali pas main kadang musuh tdk sesuai rang tdak spadan,4,positif,2025-11-07 10:12:20,Adam
"lol update 4,1",lol update,lol update,1,negatif,2025-11-07 10:11:34,Teuku Thariq
game favorit saya waktu kecil,game favorit saya waktu kecil,game favorit,5,positif,2025-11-07 10:09:43,Ganz Bes
kembalikan PUBG seperti dlu pasti akan seru dan bnyak yg main,kembalikan pubg seperti dlu pasti akan seru dan bnyak yg main,kembalikan pubg dlu seru bnyak main,4,positif,2025-11-07 10:03:19,Asifa Nur fadhilah
"dilarang main pake hp kentang ya adixs"" soalnya penyimpanan pubg dua kali lebih gede dari ml sama ff kalo mau grafik oky jan pake hp kentang soalnya kalo maen pake hp kentang grafiknya bakalan kek kartun"" di tv🗿",dilarang main pake hp kentang ya adixs soalnya penyimpanan pubg dua kali lebih gede dari ml sama ff kalo mau grafik oky jan pake hp kentang soalnya kalo maen pake hp kentang grafiknya bakalan kek kartun di tv,dilarang main pake hp kentang adixs penyimpanan pubg kali gede ml ff grafik oky jan pake hp kentang maen pake hp kentang grafiknya kek kartun tv,5,positif,2025-11-07 09:53:05,Siska Wijaya
kecewa sama pubg main dari season 5 udah topup sampe hbs 30jt lbh untuk gacha senjata udah pada max dan skin udah banyak bgt tilte udah Conqueror taunya begitu fakum 2 tahun karna punya anak dan fokus ngurus anak eeh kemarin login akun tidak ditemukan padahal aku gak d mainin 2 tahun bahkan hp yg khusus main pubg oun di matikan selama 2 tahun karna saya ada hp satu lagi. sudah saya cek pake aku teman 1 clan tau tau akun saya ganti naman dan bendera negaranya sudah ganti. tolong team tencent 🙏,kecewa sama pubg main dari season udah topup sampe hbs jt lbh untuk gacha senjata udah pada max dan skin udah banyak bgt tilte udah conqueror taunya begitu fakum tahun karna punya anak dan fokus ngurus anak eeh kemarin login akun tidak ditemukan padahal aku gak d mainin tahun bahkan hp yg khusus main pubg oun di matikan selama tahun karna saya ada hp satu lagi sudah saya cek pake aku teman clan tau tau akun saya ganti naman dan bendera negaranya sudah ganti tolong team tencent,kecewa pubg main season topup sampe hbs jt lbh gacha senjata max skin tilte conqueror taunya fakum anak fokus ngurus anak eeh kemarin login akun ditemukan mainin hp khusus main pubg oun matikan hp cek pake teman clan akun ganti naman bendera negaranya ganti tolong team tencent,1,negatif,2025-11-07 09:26:28,Aditya Pratama
"gak bisa login padahal kemare"" enak aja, dan sudah update sempat ku hapus dowload ulqng",gak bisa login padahal kemare enak aja dan sudah update sempat ku hapus dowload ulqng,login kemare enak update ku hapus dowload ulqng,1,negatif,2025-11-07 09:20:43,Muhammad Dafit (Mufit)
